simulation,generation,rho,alpha
1,28,0.4375,0.4444444444444444
1,29,0.1875,0.4444444444444444
1,30,0.109375,0.4444444444444444
1,31,0.1875,0.4444444444444444
1,32,0.28125,0.4444444444444444
1,33,0.21875,0.4444444444444444
1,34,0.203125,0.4444444444444444
1,35,0.296875,0.4444444444444444
1,36,0.34375,0.4444444444444444
1,37,0.453125,0.4444444444444444
1,38,0.234375,0.4444444444444444
1,39,0.3125,0.4444444444444444
1,40,0.390625,0.4444444444444444
1,41,0.453125,0.4444444444444444
1,42,0.390625,0.4444444444444444
1,43,0.484375,0.4444444444444444
1,44,0.46875,0.4444444444444444
1,45,0.515625,0.4444444444444444
1,46,0.28125,0.4444444444444444
1,47,0.234375,0.4444444444444444
1,48,0.15625,0.4444444444444444
1,49,0.078125,0.4444444444444444
1,50,0.09375,0.4444444444444444
1,51,0.125,0.4444444444444444
1,52,0.15625,0.4444444444444444
1,53,0.21875,0.4444444444444444
1,54,0.140625,0.4444444444444444
1,55,0.15625,0.4444444444444444
1,56,0.15625,0.4444444444444444
1,57,0.140625,0.4444444444444444
1,58,0.109375,0.4444444444444444
1,59,0.078125,0.4444444444444444
1,60,0.046875,0.4444444444444444
1,61,0.03125,0.4444444444444444
1,62,0.046875,0.4444444444444444
1,63,0.03125,0.4444444444444444
1,64,0.046875,0.4444444444444444
1,65,0.03125,0.4444444444444444
1,66,0.015625,0.4444444444444444
1,67,0.078125,0.4444444444444444
1,68,0.03125,0.4444444444444444
1,69,0.015625,0.4444444444444444
1,70,0.0,0.4444444444444444
2,0,1,0.4444444444444444
2,1,0.796875,0.4444444444444444
2,2,0.703125,0.4444444444444444
2,3,0.359375,0.4444444444444444
2,4,0.359375,0.4444444444444444
2,5,0.453125,0.4444444444444444
2,6,0.359375,0.4444444444444444
2,7,0.390625,0.4444444444444444
2,8,0.453125,0.4444444444444444
2,9,0.375,0.4444444444444444
2,10,0.28125,0.4444444444444444
2,11,0.390625,0.4444444444444444
2,12,0.328125,0.4444444444444444
2,13,0.125,0.4444444444444444
2,14,0.203125,0.4444444444444444
2,15,0.21875,0.4444444444444444
2,16,0.046875,0.4444444444444444
2,17,0.09375,0.4444444444444444
2,18,0.078125,0.4444444444444444
2,19,0.078125,0.4444444444444444
2,20,0.140625,0.4444444444444444
2,21,0.140625,0.4444444444444444
2,22,0.140625,0.4444444444444444
2,23,0.140625,0.4444444444444444
2,24,0.140625,0.4444444444444444
2,25,0.171875,0.4444444444444444
2,26,0.046875,0.4444444444444444
2,27,0.03125,0.4444444444444444
2,28,0.0,0.4444444444444444
3,0,1,0.4444444444444444
3,1,0.8125,0.4444444444444444
3,2,0.640625,0.4444444444444444
3,3,0.515625,0.4444444444444444
3,4,0.640625,0.4444444444444444
3,5,0.546875,0.4444444444444444
3,6,0.671875,0.4444444444444444
3,7,0.609375,0.4444444444444444
3,8,0.5,0.4444444444444444
3,9,0.453125,0.4444444444444444
3,10,0.546875,0.4444444444444444
3,11,0.59375,0.4444444444444444
3,12,0.234375,0.4444444444444444
3,13,0.203125,0.4444444444444444
3,14,0.234375,0.4444444444444444
3,15,0.3125,0.4444444444444444
3,16,0.265625,0.4444444444444444
3,17,0.21875,0.4444444444444444
3,18,0.40625,0.4444444444444444
3,19,0.140625,0.4444444444444444
3,20,0.109375,0.4444444444444444
3,21,0.140625,0.4444444444444444
3,22,0.0625,0.4444444444444444
3,23,0.0625,0.4444444444444444
3,24,0.09375,0.4444444444444444
3,25,0.078125,0.4444444444444444
3,26,0.125,0.4444444444444444
3,27,0.046875,0.4444444444444444
3,28,0.046875,0.4444444444444444
3,29,0.046875,0.4444444444444444
3,30,0.015625,0.4444444444444444
3,31,0.015625,0.4444444444444444
3,32,0.015625,0.4444444444444444
3,33,0.046875,0.4444444444444444
3,34,0.0625,0.4444444444444444
3,35,0.109375,0.4444444444444444
3,36,0.015625,0.4444444444444444
3,37,0.015625,0.4444444444444444
3,38,0.015625,0.4444444444444444
3,39,0.03125,0.4444444444444444
3,40,0.03125,0.4444444444444444
3,41,0.046875,0.4444444444444444
3,42,0.0,0.4444444444444444
4,0,1,0.4444444444444444
4,1,0.390625,0.4444444444444444
4,2,0.53125,0.4444444444444444
4,3,0.4375,0.4444444444444444
4,4,0.3125,0.4444444444444444
4,5,0.265625,0.4444444444444444
4,6,0.328125,0.4444444444444444
4,7,0.171875,0.4444444444444444
4,8,0.078125,0.4444444444444444
4,9,0.078125,0.4444444444444444
4,10,0.03125,0.4444444444444444
4,11,0.0,0.4444444444444444
5,0,1,0.4444444444444444
5,1,0.53125,0.4444444444444444
5,2,0.40625,0.4444444444444444
5,3,0.59375,0.4444444444444444
5,4,0.625,0.4444444444444444
5,5,0.5625,0.4444444444444444
5,6,0.28125,0.4444444444444444
5,7,0.3125,0.4444444444444444
5,8,0.421875,0.4444444444444444
5,9,0.421875,0.4444444444444444
5,10,0.515625,0.4444444444444444
5,11,0.546875,0.4444444444444444
5,12,0.421875,0.4444444444444444
5,13,0.34375,0.4444444444444444
5,14,0.390625,0.4444444444444444
5,15,0.234375,0.4444444444444444
5,16,0.28125,0.4444444444444444
5,17,0.421875,0.4444444444444444
5,18,0.28125,0.4444444444444444
5,19,0.28125,0.4444444444444444
5,20,0.265625,0.4444444444444444
5,21,0.25,0.4444444444444444
5,22,0.28125,0.4444444444444444
5,23,0.3125,0.4444444444444444
5,24,0.390625,0.4444444444444444
5,25,0.390625,0.4444444444444444
5,26,0.4375,0.4444444444444444
5,27,0.34375,0.4444444444444444
5,28,0.359375,0.4444444444444444
5,29,0.328125,0.4444444444444444
5,30,0.1875,0.4444444444444444
5,31,0.1875,0.4444444444444444
5,32,0.15625,0.4444444444444444
5,33,0.109375,0.4444444444444444
5,34,0.140625,0.4444444444444444
5,35,0.125,0.4444444444444444
5,36,0.15625,0.4444444444444444
5,37,0.21875,0.4444444444444444
5,38,0.28125,0.4444444444444444
5,39,0.34375,0.4444444444444444
5,40,0.265625,0.4444444444444444
5,41,0.28125,0.4444444444444444
5,42,0.296875,0.4444444444444444
5,43,0.28125,0.4444444444444444
5,44,0.15625,0.4444444444444444
5,45,0.15625,0.4444444444444444
5,46,0.125,0.4444444444444444
5,47,0.140625,0.4444444444444444
5,48,0.203125,0.4444444444444444
5,49,0.34375,0.4444444444444444
5,50,0.421875,0.4444444444444444
5,51,0.359375,0.4444444444444444
5,52,0.390625,0.4444444444444444
5,53,0.34375,0.4444444444444444
5,54,0.40625,0.4444444444444444
5,55,0.34375,0.4444444444444444
5,56,0.421875,0.4444444444444444
5,57,0.3125,0.4444444444444444
5,58,0.296875,0.4444444444444444
5,59,0.234375,0.4444444444444444
5,60,0.25,0.4444444444444444
5,61,0.1875,0.4444444444444444
5,62,0.25,0.4444444444444444
5,63,0.265625,0.4444444444444444
5,64,0.171875,0.4444444444444444
5,65,0.265625,0.4444444444444444
5,66,0.328125,0.4444444444444444
5,67,0.203125,0.4444444444444444
5,68,0.265625,0.4444444444444444
5,69,0.140625,0.4444444444444444
5,70,0.203125,0.4444444444444444
5,71,0.15625,0.4444444444444444
5,72,0.203125,0.4444444444444444
5,73,0.140625,0.4444444444444444
5,74,0.171875,0.4444444444444444
5,75,0.109375,0.4444444444444444
5,76,0.078125,0.4444444444444444
5,77,0.015625,0.4444444444444444
5,78,0.0,0.4444444444444444
6,0,1,0.4444444444444444
6,1,0.671875,0.4444444444444444
6,2,0.640625,0.4444444444444444
6,3,0.6875,0.4444444444444444
6,4,0.40625,0.4444444444444444
6,5,0.296875,0.4444444444444444
6,6,0.234375,0.4444444444444444
6,7,0.140625,0.4444444444444444
6,8,0.078125,0.4444444444444444
6,9,0.109375,0.4444444444444444
6,10,0.0625,0.4444444444444444
6,11,0.125,0.4444444444444444
6,12,0.140625,0.4444444444444444
6,13,0.28125,0.4444444444444444
6,14,0.328125,0.4444444444444444
6,15,0.296875,0.4444444444444444
6,16,0.359375,0.4444444444444444
6,17,0.328125,0.4444444444444444
6,18,0.15625,0.4444444444444444
6,19,0.125,0.4444444444444444
6,20,0.125,0.4444444444444444
6,21,0.09375,0.4444444444444444
6,22,0.078125,0.4444444444444444
6,23,0.140625,0.4444444444444444
6,24,0.078125,0.4444444444444444
6,25,0.046875,0.4444444444444444
6,26,0.046875,0.4444444444444444
6,27,0.0,0.4444444444444444
7,0,1,0.4444444444444444
7,1,0.703125,0.4444444444444444
7,2,0.671875,0.4444444444444444
7,3,0.390625,0.4444444444444444
7,4,0.5,0.4444444444444444
7,5,0.296875,0.4444444444444444
7,6,0.21875,0.4444444444444444
7,7,0.140625,0.4444444444444444
7,8,0.15625,0.4444444444444444
7,9,0.15625,0.4444444444444444
7,10,0.203125,0.4444444444444444
7,11,0.28125,0.4444444444444444
7,12,0.21875,0.4444444444444444
7,13,0.28125,0.4444444444444444
7,14,0.296875,0.4444444444444444
7,15,0.28125,0.4444444444444444
7,16,0.25,0.4444444444444444
7,17,0.15625,0.4444444444444444
7,18,0.125,0.4444444444444444
7,19,0.15625,0.4444444444444444
7,20,0.09375,0.4444444444444444
7,21,0.09375,0.4444444444444444
7,22,0.109375,0.4444444444444444
7,23,0.09375,0.4444444444444444
7,24,0.015625,0.4444444444444444
7,25,0.0,0.4444444444444444
8,0,1,0.4444444444444444
8,1,0.546875,0.4444444444444444
8,2,0.453125,0.4444444444444444
8,3,0.421875,0.4444444444444444
8,4,0.25,0.4444444444444444
8,5,0.203125,0.4444444444444444
8,6,0.21875,0.4444444444444444
8,7,0.28125,0.4444444444444444
8,8,0.328125,0.4444444444444444
8,9,0.25,0.4444444444444444
8,10,0.296875,0.4444444444444444
8,11,0.375,0.4444444444444444
8,12,0.46875,0.4444444444444444
8,13,0.234375,0.4444444444444444
8,14,0.15625,0.4444444444444444
8,15,0.25,0.4444444444444444
8,16,0.234375,0.4444444444444444
8,17,0.296875,0.4444444444444444
8,18,0.34375,0.4444444444444444
8,19,0.421875,0.4444444444444444
8,20,0.453125,0.4444444444444444
8,21,0.46875,0.4444444444444444
8,22,0.484375,0.4444444444444444
8,23,0.65625,0.4444444444444444
8,24,0.40625,0.4444444444444444
8,25,0.40625,0.4444444444444444
8,26,0.265625,0.4444444444444444
8,27,0.328125,0.4444444444444444
8,28,0.21875,0.4444444444444444
8,29,0.171875,0.4444444444444444
8,30,0.171875,0.4444444444444444
8,31,0.203125,0.4444444444444444
8,32,0.328125,0.4444444444444444
8,33,0.171875,0.4444444444444444
8,34,0.0625,0.4444444444444444
8,35,0.09375,0.4444444444444444
8,36,0.125,0.4444444444444444
8,37,0.171875,0.4444444444444444
8,38,0.140625,0.4444444444444444
8,39,0.078125,0.4444444444444444
8,40,0.0625,0.4444444444444444
8,41,0.03125,0.4444444444444444
8,42,0.03125,0.4444444444444444
8,43,0.03125,0.4444444444444444
8,44,0.046875,0.4444444444444444
8,45,0.015625,0.4444444444444444
8,46,0.015625,0.4444444444444444
8,47,0.015625,0.4444444444444444
8,48,0.0,0.4444444444444444
9,0,1,0.4444444444444444
9,1,0.734375,0.4444444444444444
9,2,0.75,0.4444444444444444
9,3,0.609375,0.4444444444444444
9,4,0.484375,0.4444444444444444
9,5,0.453125,0.4444444444444444
9,6,0.265625,0.4444444444444444
9,7,0.21875,0.4444444444444444
9,8,0.140625,0.4444444444444444
9,9,0.0625,0.4444444444444444
9,10,0.109375,0.4444444444444444
9,11,0.171875,0.4444444444444444
9,12,0.125,0.4444444444444444
9,13,0.140625,0.4444444444444444
9,14,0.234375,0.4444444444444444
9,15,0.375,0.4444444444444444
9,16,0.234375,0.4444444444444444
9,17,0.28125,0.4444444444444444
9,18,0.4375,0.4444444444444444
9,19,0.390625,0.4444444444444444
9,20,0.328125,0.4444444444444444
9,21,0.375,0.4444444444444444
9,22,0.4375,0.4444444444444444
9,23,0.53125,0.4444444444444444
9,24,0.640625,0.4444444444444444
9,25,0.703125,0.4444444444444444
9,26,0.484375,0.4444444444444444
9,27,0.484375,0.4444444444444444
9,28,0.53125,0.4444444444444444
9,29,0.484375,0.4444444444444444
9,30,0.5,0.4444444444444444
9,31,0.359375,0.4444444444444444
9,32,0.4375,0.4444444444444444
9,33,0.4375,0.4444444444444444
9,34,0.375,0.4444444444444444
9,35,0.375,0.4444444444444444
9,36,0.234375,0.4444444444444444
9,37,0.28125,0.4444444444444444
9,38,0.1875,0.4444444444444444
9,39,0.09375,0.4444444444444444
9,40,0.09375,0.4444444444444444
9,41,0.0625,0.4444444444444444
9,42,0.0625,0.4444444444444444
9,43,0.046875,0.4444444444444444
9,44,0.03125,0.4444444444444444
9,45,0.03125,0.4444444444444444
9,46,0.015625,0.4444444444444444
9,47,0.03125,0.4444444444444444
9,48,0.078125,0.4444444444444444
9,49,0.078125,0.4444444444444444
9,50,0.046875,0.4444444444444444
9,51,0.03125,0.4444444444444444
9,52,0.015625,0.4444444444444444
9,53,0.0625,0.4444444444444444
9,54,0.046875,0.4444444444444444
9,55,0.09375,0.4444444444444444
9,56,0.078125,0.4444444444444444
9,57,0.0625,0.4444444444444444
9,58,0.09375,0.4444444444444444
9,59,0.09375,0.4444444444444444
9,60,0.03125,0.4444444444444444
9,61,0.0625,0.4444444444444444
9,62,0.0625,0.4444444444444444
9,63,0.0625,0.4444444444444444
9,64,0.078125,0.4444444444444444
9,65,0.078125,0.4444444444444444
9,66,0.109375,0.4444444444444444
9,67,0.140625,0.4444444444444444
9,68,0.109375,0.4444444444444444
9,69,0.03125,0.4444444444444444
9,70,0.046875,0.4444444444444444
9,71,0.0625,0.4444444444444444
9,72,0.046875,0.4444444444444444
9,73,0.015625,0.4444444444444444
9,74,0.015625,0.4444444444444444
9,75,0.015625,0.4444444444444444
9,76,0.015625,0.4444444444444444
9,77,0.015625,0.4444444444444444
9,78,0.0,0.4444444444444444
10,0,1,0.4444444444444444
10,1,0.578125,0.4444444444444444
10,2,0.59375,0.4444444444444444
10,3,0.5625,0.4444444444444444
10,4,0.453125,0.4444444444444444
10,5,0.609375,0.4444444444444444
10,6,0.390625,0.4444444444444444
10,7,0.296875,0.4444444444444444
10,8,0.34375,0.4444444444444444
10,9,0.21875,0.4444444444444444
10,10,0.28125,0.4444444444444444
10,11,0.1875,0.4444444444444444
10,12,0.125,0.4444444444444444
10,13,0.15625,0.4444444444444444
10,14,0.125,0.4444444444444444
10,15,0.203125,0.4444444444444444
10,16,0.28125,0.4444444444444444
10,17,0.21875,0.4444444444444444
10,18,0.25,0.4444444444444444
10,19,0.296875,0.4444444444444444
10,20,0.265625,0.4444444444444444
10,21,0.296875,0.4444444444444444
10,22,0.390625,0.4444444444444444
10,23,0.265625,0.4444444444444444
10,24,0.234375,0.4444444444444444
10,25,0.21875,0.4444444444444444
10,26,0.296875,0.4444444444444444
10,27,0.296875,0.4444444444444444
10,28,0.265625,0.4444444444444444
10,29,0.1875,0.4444444444444444
10,30,0.265625,0.4444444444444444
10,31,0.28125,0.4444444444444444
10,32,0.328125,0.4444444444444444
10,33,0.21875,0.4444444444444444
10,34,0.171875,0.4444444444444444
10,35,0.265625,0.4444444444444444
10,36,0.203125,0.4444444444444444
10,37,0.28125,0.4444444444444444
10,38,0.234375,0.4444444444444444
10,39,0.328125,0.4444444444444444
10,40,0.203125,0.4444444444444444
10,41,0.15625,0.4444444444444444
10,42,0.1875,0.4444444444444444
10,43,0.328125,0.4444444444444444
10,44,0.3125,0.4444444444444444
10,45,0.296875,0.4444444444444444
10,46,0.25,0.4444444444444444
10,47,0.3125,0.4444444444444444
10,48,0.21875,0.4444444444444444
10,49,0.109375,0.4444444444444444
10,50,0.046875,0.4444444444444444
10,51,0.0625,0.4444444444444444
10,52,0.03125,0.4444444444444444
10,53,0.015625,0.4444444444444444
10,54,0.0,0.4444444444444444
1,0,1,0.5555555555555556
1,1,0.765625,0.5555555555555556
1,2,0.578125,0.5555555555555556
1,3,0.46875,0.5555555555555556
1,4,0.484375,0.5555555555555556
1,5,0.484375,0.5555555555555556
1,6,0.53125,0.5555555555555556
1,7,0.390625,0.5555555555555556
1,8,0.4375,0.5555555555555556
1,9,0.421875,0.5555555555555556
1,10,0.21875,0.5555555555555556
1,11,0.15625,0.5555555555555556
1,12,0.203125,0.5555555555555556
1,13,0.28125,0.5555555555555556
1,14,0.328125,0.5555555555555556
1,15,0.125,0.5555555555555556
1,16,0.15625,0.5555555555555556
1,17,0.0625,0.5555555555555556
1,18,0.0625,0.5555555555555556
1,19,0.015625,0.5555555555555556
1,20,0.03125,0.5555555555555556
1,21,0.0,0.5555555555555556
2,0,1,0.5555555555555556
2,1,0.8125,0.5555555555555556
2,2,0.703125,0.5555555555555556
2,3,0.5625,0.5555555555555556
2,4,0.4375,0.5555555555555556
2,5,0.65625,0.5555555555555556
2,6,0.6875,0.5555555555555556
2,7,0.5625,0.5555555555555556
2,8,0.515625,0.5555555555555556
2,9,0.578125,0.5555555555555556
2,10,0.515625,0.5555555555555556
2,11,0.328125,0.5555555555555556
2,12,0.15625,0.5555555555555556
2,13,0.140625,0.5555555555555556
2,14,0.046875,0.5555555555555556
2,15,0.09375,0.5555555555555556
2,16,0.109375,0.5555555555555556
2,17,0.21875,0.5555555555555556
2,18,0.25,0.5555555555555556
2,19,0.328125,0.5555555555555556
2,20,0.4375,0.5555555555555556
2,21,0.484375,0.5555555555555556
2,22,0.234375,0.5555555555555556
2,23,0.34375,0.5555555555555556
2,24,0.296875,0.5555555555555556
2,25,0.296875,0.5555555555555556
2,26,0.390625,0.5555555555555556
2,27,0.1875,0.5555555555555556
2,28,0.21875,0.5555555555555556
2,29,0.328125,0.5555555555555556
2,30,0.328125,0.5555555555555556
2,31,0.34375,0.5555555555555556
2,32,0.28125,0.5555555555555556
2,33,0.140625,0.5555555555555556
2,34,0.265625,0.5555555555555556
2,35,0.296875,0.5555555555555556
2,36,0.3125,0.5555555555555556
2,37,0.21875,0.5555555555555556
2,38,0.296875,0.5555555555555556
2,39,0.296875,0.5555555555555556
2,40,0.296875,0.5555555555555556
2,41,0.40625,0.5555555555555556
2,42,0.390625,0.5555555555555556
2,43,0.203125,0.5555555555555556
2,44,0.078125,0.5555555555555556
2,45,0.140625,0.5555555555555556
2,46,0.15625,0.5555555555555556
2,47,0.265625,0.5555555555555556
2,48,0.40625,0.5555555555555556
2,49,0.296875,0.5555555555555556
2,50,0.140625,0.5555555555555556
2,51,0.171875,0.5555555555555556
2,52,0.109375,0.5555555555555556
2,53,0.203125,0.5555555555555556
2,54,0.125,0.5555555555555556
2,55,0.15625,0.5555555555555556
2,56,0.21875,0.5555555555555556
2,57,0.25,0.5555555555555556
2,58,0.265625,0.5555555555555556
2,59,0.28125,0.5555555555555556
2,60,0.390625,0.5555555555555556
2,61,0.484375,0.5555555555555556
2,62,0.25,0.5555555555555556
2,63,0.328125,0.5555555555555556
2,64,0.265625,0.5555555555555556
2,65,0.296875,0.5555555555555556
2,66,0.34375,0.5555555555555556
2,67,0.46875,0.5555555555555556
2,68,0.3125,0.5555555555555556
2,69,0.421875,0.5555555555555556
2,70,0.28125,0.5555555555555556
2,71,0.34375,0.5555555555555556
2,72,0.328125,0.5555555555555556
2,73,0.34375,0.5555555555555556
2,74,0.234375,0.5555555555555556
2,75,0.390625,0.5555555555555556
2,76,0.21875,0.5555555555555556
2,77,0.140625,0.5555555555555556
2,78,0.09375,0.5555555555555556
2,79,0.15625,0.5555555555555556
2,80,0.140625,0.5555555555555556
2,81,0.203125,0.5555555555555556
2,82,0.3125,0.5555555555555556
2,83,0.25,0.5555555555555556
2,84,0.296875,0.5555555555555556
2,85,0.1875,0.5555555555555556
2,86,0.1875,0.5555555555555556
2,87,0.328125,0.5555555555555556
2,88,0.328125,0.5555555555555556
2,89,0.484375,0.5555555555555556
2,90,0.28125,0.5555555555555556
2,91,0.359375,0.5555555555555556
2,92,0.375,0.5555555555555556
2,93,0.296875,0.5555555555555556
2,94,0.375,0.5555555555555556
2,95,0.3125,0.5555555555555556
2,96,0.3125,0.5555555555555556
2,97,0.21875,0.5555555555555556
2,98,0.3125,0.5555555555555556
2,99,0.328125,0.5555555555555556
2,100,0.265625,0.5555555555555556
2,101,0.359375,0.5555555555555556
2,102,0.15625,0.5555555555555556
2,103,0.265625,0.5555555555555556
2,104,0.25,0.5555555555555556
2,105,0.140625,0.5555555555555556
2,106,0.140625,0.5555555555555556
2,107,0.140625,0.5555555555555556
2,108,0.125,0.5555555555555556
2,109,0.203125,0.5555555555555556
2,110,0.21875,0.5555555555555556
2,111,0.21875,0.5555555555555556
2,112,0.21875,0.5555555555555556
2,113,0.3125,0.5555555555555556
2,114,0.1875,0.5555555555555556
2,115,0.203125,0.5555555555555556
2,116,0.171875,0.5555555555555556
2,117,0.3125,0.5555555555555556
2,118,0.296875,0.5555555555555556
2,119,0.125,0.5555555555555556
2,120,0.125,0.5555555555555556
2,121,0.1875,0.5555555555555556
2,122,0.109375,0.5555555555555556
2,123,0.203125,0.5555555555555556
2,124,0.328125,0.5555555555555556
2,125,0.296875,0.5555555555555556
2,126,0.421875,0.5555555555555556
2,127,0.40625,0.5555555555555556
2,128,0.390625,0.5555555555555556
2,129,0.5,0.5555555555555556
2,130,0.5625,0.5555555555555556
2,131,0.640625,0.5555555555555556
2,132,0.453125,0.5555555555555556
2,133,0.265625,0.5555555555555556
2,134,0.3125,0.5555555555555556
2,135,0.234375,0.5555555555555556
2,136,0.390625,0.5555555555555556
2,137,0.25,0.5555555555555556
2,138,0.359375,0.5555555555555556
2,139,0.140625,0.5555555555555556
2,140,0.25,0.5555555555555556
2,141,0.140625,0.5555555555555556
2,142,0.203125,0.5555555555555556
2,143,0.328125,0.5555555555555556
2,144,0.171875,0.5555555555555556
2,145,0.140625,0.5555555555555556
2,146,0.125,0.5555555555555556
2,147,0.125,0.5555555555555556
2,148,0.140625,0.5555555555555556
2,149,0.015625,0.5555555555555556
2,150,0.015625,0.5555555555555556
2,151,0.015625,0.5555555555555556
2,152,0.015625,0.5555555555555556
2,153,0.0,0.5555555555555556
3,0,1,0.5555555555555556
3,1,0.65625,0.5555555555555556
3,2,0.46875,0.5555555555555556
3,3,0.484375,0.5555555555555556
3,4,0.4375,0.5555555555555556
3,5,0.265625,0.5555555555555556
3,6,0.25,0.5555555555555556
3,7,0.15625,0.5555555555555556
3,8,0.21875,0.5555555555555556
3,9,0.21875,0.5555555555555556
3,10,0.15625,0.5555555555555556
3,11,0.125,0.5555555555555556
3,12,0.15625,0.5555555555555556
3,13,0.21875,0.5555555555555556
3,14,0.3125,0.5555555555555556
3,15,0.25,0.5555555555555556
3,16,0.21875,0.5555555555555556
3,17,0.328125,0.5555555555555556
3,18,0.28125,0.5555555555555556
3,19,0.28125,0.5555555555555556
3,20,0.34375,0.5555555555555556
3,21,0.265625,0.5555555555555556
3,22,0.3125,0.5555555555555556
3,23,0.203125,0.5555555555555556
3,24,0.265625,0.5555555555555556
3,25,0.328125,0.5555555555555556
3,26,0.34375,0.5555555555555556
3,27,0.15625,0.5555555555555556
3,28,0.1875,0.5555555555555556
3,29,0.21875,0.5555555555555556
3,30,0.3125,0.5555555555555556
3,31,0.296875,0.5555555555555556
3,32,0.1875,0.5555555555555556
3,33,0.265625,0.5555555555555556
3,34,0.265625,0.5555555555555556
3,35,0.34375,0.5555555555555556
3,36,0.234375,0.5555555555555556
3,37,0.109375,0.5555555555555556
3,38,0.109375,0.5555555555555556
3,39,0.078125,0.5555555555555556
3,40,0.109375,0.5555555555555556
3,41,0.078125,0.5555555555555556
3,42,0.046875,0.5555555555555556
3,43,0.109375,0.5555555555555556
3,44,0.046875,0.5555555555555556
3,45,0.078125,0.5555555555555556
3,46,0.125,0.5555555555555556
3,47,0.046875,0.5555555555555556
3,48,0.015625,0.5555555555555556
3,49,0.015625,0.5555555555555556
3,50,0.0,0.5555555555555556
4,0,1,0.5555555555555556
4,1,0.78125,0.5555555555555556
4,2,0.609375,0.5555555555555556
4,3,0.4375,0.5555555555555556
4,4,0.34375,0.5555555555555556
4,5,0.359375,0.5555555555555556
4,6,0.390625,0.5555555555555556
4,7,0.484375,0.5555555555555556
4,8,0.53125,0.5555555555555556
4,9,0.390625,0.5555555555555556
4,10,0.4375,0.5555555555555556
4,11,0.515625,0.5555555555555556
4,12,0.296875,0.5555555555555556
4,13,0.171875,0.5555555555555556
4,14,0.140625,0.5555555555555556
4,15,0.140625,0.5555555555555556
4,16,0.1875,0.5555555555555556
4,17,0.265625,0.5555555555555556
4,18,0.265625,0.5555555555555556
4,19,0.328125,0.5555555555555556
4,20,0.453125,0.5555555555555556
4,21,0.578125,0.5555555555555556
4,22,0.609375,0.5555555555555556
4,23,0.640625,0.5555555555555556
4,24,0.390625,0.5555555555555556
4,25,0.265625,0.5555555555555556
4,26,0.28125,0.5555555555555556
4,27,0.40625,0.5555555555555556
4,28,0.484375,0.5555555555555556
4,29,0.484375,0.5555555555555556
4,30,0.328125,0.5555555555555556
4,31,0.171875,0.5555555555555556
4,32,0.1875,0.5555555555555556
4,33,0.234375,0.5555555555555556
4,34,0.140625,0.5555555555555556
4,35,0.234375,0.5555555555555556
4,36,0.328125,0.5555555555555556
4,37,0.34375,0.5555555555555556
4,38,0.359375,0.5555555555555556
4,39,0.5,0.5555555555555556
4,40,0.328125,0.5555555555555556
4,41,0.328125,0.5555555555555556
4,42,0.4375,0.5555555555555556
4,43,0.4375,0.5555555555555556
4,44,0.328125,0.5555555555555556
4,45,0.484375,0.5555555555555556
4,46,0.328125,0.5555555555555556
4,47,0.34375,0.5555555555555556
4,48,0.25,0.5555555555555556
4,49,0.078125,0.5555555555555556
4,50,0.109375,0.5555555555555556
4,51,0.171875,0.5555555555555556
4,52,0.09375,0.5555555555555556
4,53,0.140625,0.5555555555555556
4,54,0.234375,0.5555555555555556
4,55,0.265625,0.5555555555555556
4,56,0.21875,0.5555555555555556
4,57,0.203125,0.5555555555555556
4,58,0.265625,0.5555555555555556
4,59,0.421875,0.5555555555555556
4,60,0.453125,0.5555555555555556
4,61,0.34375,0.5555555555555556
4,62,0.21875,0.5555555555555556
4,63,0.328125,0.5555555555555556
4,64,0.1875,0.5555555555555556
4,65,0.109375,0.5555555555555556
4,66,0.125,0.5555555555555556
4,67,0.046875,0.5555555555555556
4,68,0.03125,0.5555555555555556
4,69,0.046875,0.5555555555555556
4,70,0.0625,0.5555555555555556
4,71,0.0625,0.5555555555555556
4,72,0.0625,0.5555555555555556
4,73,0.046875,0.5555555555555556
4,74,0.078125,0.5555555555555556
4,75,0.140625,0.5555555555555556
4,76,0.296875,0.5555555555555556
4,77,0.328125,0.5555555555555556
4,78,0.453125,0.5555555555555556
4,79,0.21875,0.5555555555555556
4,80,0.296875,0.5555555555555556
4,81,0.375,0.5555555555555556
4,82,0.25,0.5555555555555556
4,83,0.296875,0.5555555555555556
4,84,0.125,0.5555555555555556
4,85,0.0625,0.5555555555555556
4,86,0.046875,0.5555555555555556
4,87,0.109375,0.5555555555555556
4,88,0.203125,0.5555555555555556
4,89,0.265625,0.5555555555555556
4,90,0.375,0.5555555555555556
4,91,0.375,0.5555555555555556
4,92,0.21875,0.5555555555555556
4,93,0.203125,0.5555555555555556
4,94,0.203125,0.5555555555555556
4,95,0.25,0.5555555555555556
4,96,0.375,0.5555555555555556
4,97,0.375,0.5555555555555556
4,98,0.34375,0.5555555555555556
4,99,0.34375,0.5555555555555556
4,100,0.328125,0.5555555555555556
4,101,0.28125,0.5555555555555556
4,102,0.4375,0.5555555555555556
4,103,0.25,0.5555555555555556
4,104,0.40625,0.5555555555555556
4,105,0.4375,0.5555555555555556
4,106,0.328125,0.5555555555555556
4,107,0.265625,0.5555555555555556
4,108,0.296875,0.5555555555555556
4,109,0.390625,0.5555555555555556
4,110,0.4375,0.5555555555555556
4,111,0.421875,0.5555555555555556
4,112,0.359375,0.5555555555555556
