delta,sigma/pext,simulation,generation,rho,alpha
0,0.5,1,88,0.3812,0.6666666666666666
0,0.5,1,89,0.3708,0.6666666666666666
0,0.5,1,90,0.3768,0.6666666666666666
0,0.5,1,91,0.3724,0.6666666666666666
0,0.5,1,92,0.3876,0.6666666666666666
0,0.5,1,93,0.3944,0.6666666666666666
0,0.5,1,94,0.3832,0.6666666666666666
0,0.5,1,95,0.3916,0.6666666666666666
0,0.5,1,96,0.3756,0.6666666666666666
0,0.5,1,97,0.3708,0.6666666666666666
0,0.5,1,98,0.3584,0.6666666666666666
0,0.5,1,99,0.358,0.6666666666666666
0,0.5,1,100,0.3628,0.6666666666666666
0,0.5,1,0,1,0.7777777777777777
0,0.5,1,1,0.7032,0.7777777777777777
0,0.5,1,2,0.586,0.7777777777777777
0,0.5,1,3,0.5356,0.7777777777777777
0,0.5,1,4,0.4904,0.7777777777777777
0,0.5,1,5,0.4664,0.7777777777777777
0,0.5,1,6,0.442,0.7777777777777777
0,0.5,1,7,0.4428,0.7777777777777777
0,0.5,1,8,0.4272,0.7777777777777777
0,0.5,1,9,0.4032,0.7777777777777777
0,0.5,1,10,0.3776,0.7777777777777777
0,0.5,1,11,0.3684,0.7777777777777777
0,0.5,1,12,0.362,0.7777777777777777
0,0.5,1,13,0.3512,0.7777777777777777
0,0.5,1,14,0.3616,0.7777777777777777
0,0.5,1,15,0.3756,0.7777777777777777
0,0.5,1,16,0.3604,0.7777777777777777
0,0.5,1,17,0.3568,0.7777777777777777
0,0.5,1,18,0.3624,0.7777777777777777
0,0.5,1,19,0.3704,0.7777777777777777
0,0.5,1,20,0.3564,0.7777777777777777
0,0.5,1,21,0.364,0.7777777777777777
0,0.5,1,22,0.3696,0.7777777777777777
0,0.5,1,23,0.3736,0.7777777777777777
0,0.5,1,24,0.3596,0.7777777777777777
0,0.5,1,25,0.3576,0.7777777777777777
0,0.5,1,26,0.3396,0.7777777777777777
0,0.5,1,27,0.3448,0.7777777777777777
0,0.5,1,28,0.3488,0.7777777777777777
0,0.5,1,29,0.3548,0.7777777777777777
0,0.5,1,30,0.3616,0.7777777777777777
0,0.5,1,31,0.3896,0.7777777777777777
0,0.5,1,32,0.38,0.7777777777777777
0,0.5,1,33,0.3824,0.7777777777777777
0,0.5,1,34,0.36,0.7777777777777777
0,0.5,1,35,0.3668,0.7777777777777777
0,0.5,1,36,0.3572,0.7777777777777777
0,0.5,1,37,0.3584,0.7777777777777777
0,0.5,1,38,0.3472,0.7777777777777777
0,0.5,1,39,0.3548,0.7777777777777777
0,0.5,1,40,0.354,0.7777777777777777
0,0.5,1,41,0.3496,0.7777777777777777
0,0.5,1,42,0.3612,0.7777777777777777
0,0.5,1,43,0.348,0.7777777777777777
0,0.5,1,44,0.348,0.7777777777777777
0,0.5,1,45,0.3572,0.7777777777777777
0,0.5,1,46,0.3612,0.7777777777777777
0,0.5,1,47,0.3672,0.7777777777777777
0,0.5,1,48,0.3576,0.7777777777777777
0,0.5,1,49,0.364,0.7777777777777777
0,0.5,1,50,0.352,0.7777777777777777
0,0.5,1,51,0.3496,0.7777777777777777
0,0.5,1,52,0.3532,0.7777777777777777
0,0.5,1,53,0.3688,0.7777777777777777
0,0.5,1,54,0.3676,0.7777777777777777
0,0.5,1,55,0.3656,0.7777777777777777
0,0.5,1,56,0.3612,0.7777777777777777
0,0.5,1,57,0.3548,0.7777777777777777
0,0.5,1,58,0.3424,0.7777777777777777
0,0.5,1,59,0.3404,0.7777777777777777
0,0.5,1,60,0.3436,0.7777777777777777
0,0.5,1,61,0.3408,0.7777777777777777
0,0.5,1,62,0.3424,0.7777777777777777
0,0.5,1,63,0.3588,0.7777777777777777
0,0.5,1,64,0.3596,0.7777777777777777
0,0.5,1,65,0.3484,0.7777777777777777
0,0.5,1,66,0.3484,0.7777777777777777
0,0.5,1,67,0.3536,0.7777777777777777
0,0.5,1,68,0.3596,0.7777777777777777
0,0.5,1,69,0.3696,0.7777777777777777
0,0.5,1,70,0.3656,0.7777777777777777
0,0.5,1,71,0.3624,0.7777777777777777
0,0.5,1,72,0.368,0.7777777777777777
0,0.5,1,73,0.3724,0.7777777777777777
0,0.5,1,74,0.3712,0.7777777777777777
0,0.5,1,75,0.3848,0.7777777777777777
0,0.5,1,76,0.3936,0.7777777777777777
0,0.5,1,77,0.3992,0.7777777777777777
0,0.5,1,78,0.3904,0.7777777777777777
0,0.5,1,79,0.3956,0.7777777777777777
0,0.5,1,80,0.3988,0.7777777777777777
0,0.5,1,81,0.3896,0.7777777777777777
0,0.5,1,82,0.3912,0.7777777777777777
0,0.5,1,83,0.3984,0.7777777777777777
0,0.5,1,84,0.3892,0.7777777777777777
0,0.5,1,85,0.3776,0.7777777777777777
0,0.5,1,86,0.3768,0.7777777777777777
0,0.5,1,87,0.362,0.7777777777777777
0,0.5,1,88,0.364,0.7777777777777777
0,0.5,1,89,0.366,0.7777777777777777
0,0.5,1,90,0.3604,0.7777777777777777
0,0.5,1,91,0.3724,0.7777777777777777
0,0.5,1,92,0.3632,0.7777777777777777
0,0.5,1,93,0.3528,0.7777777777777777
0,0.5,1,94,0.3576,0.7777777777777777
0,0.5,1,95,0.3648,0.7777777777777777
0,0.5,1,96,0.3508,0.7777777777777777
0,0.5,1,97,0.348,0.7777777777777777
0,0.5,1,98,0.3504,0.7777777777777777
0,0.5,1,99,0.356,0.7777777777777777
0,0.5,1,100,0.3632,0.7777777777777777
0,0.5,1,0,1,0.8888888888888888
0,0.5,1,1,0.7,0.8888888888888888
0,0.5,1,2,0.5968,0.8888888888888888
0,0.5,1,3,0.5264,0.8888888888888888
0,0.5,1,4,0.4936,0.8888888888888888
0,0.5,1,5,0.4652,0.8888888888888888
0,0.5,1,6,0.44,0.8888888888888888
0,0.5,1,7,0.4208,0.8888888888888888
0,0.5,1,8,0.392,0.8888888888888888
0,0.5,1,9,0.3832,0.8888888888888888
0,0.5,1,10,0.384,0.8888888888888888
0,0.5,1,11,0.3852,0.8888888888888888
0,0.5,1,12,0.374,0.8888888888888888
0,0.5,1,13,0.3564,0.8888888888888888
0,0.5,1,14,0.3596,0.8888888888888888
0,0.5,1,15,0.3616,0.8888888888888888
0,0.5,1,16,0.3652,0.8888888888888888
0,0.5,1,17,0.3768,0.8888888888888888
0,0.5,1,18,0.3744,0.8888888888888888
0,0.5,1,19,0.3832,0.8888888888888888
0,0.5,1,20,0.3864,0.8888888888888888
0,0.5,1,21,0.3672,0.8888888888888888
0,0.5,1,22,0.3752,0.8888888888888888
0,0.5,1,23,0.3648,0.8888888888888888
0,0.5,1,24,0.3684,0.8888888888888888
0,0.5,1,25,0.3648,0.8888888888888888
0,0.5,1,26,0.372,0.8888888888888888
0,0.5,1,27,0.3672,0.8888888888888888
0,0.5,1,28,0.366,0.8888888888888888
0,0.5,1,29,0.3784,0.8888888888888888
0,0.5,1,30,0.3724,0.8888888888888888
0,0.5,1,31,0.3764,0.8888888888888888
0,0.5,1,32,0.3744,0.8888888888888888
0,0.5,1,33,0.376,0.8888888888888888
0,0.5,1,34,0.3772,0.8888888888888888
0,0.5,1,35,0.3716,0.8888888888888888
0,0.5,1,36,0.3548,0.8888888888888888
0,0.5,1,37,0.3492,0.8888888888888888
0,0.5,1,38,0.3596,0.8888888888888888
0,0.5,1,39,0.3624,0.8888888888888888
0,0.5,1,40,0.3768,0.8888888888888888
0,0.5,1,41,0.376,0.8888888888888888
0,0.5,1,42,0.3716,0.8888888888888888
0,0.5,1,43,0.372,0.8888888888888888
0,0.5,1,44,0.3684,0.8888888888888888
0,0.5,1,45,0.3768,0.8888888888888888
0,0.5,1,46,0.3788,0.8888888888888888
0,0.5,1,47,0.3712,0.8888888888888888
0,0.5,1,48,0.3732,0.8888888888888888
0,0.5,1,49,0.3688,0.8888888888888888
0,0.5,1,50,0.37,0.8888888888888888
0,0.5,1,51,0.3776,0.8888888888888888
0,0.5,1,52,0.366,0.8888888888888888
0,0.5,1,53,0.3672,0.8888888888888888
0,0.5,1,54,0.3592,0.8888888888888888
0,0.5,1,55,0.362,0.8888888888888888
0,0.5,1,56,0.3596,0.8888888888888888
0,0.5,1,57,0.3744,0.8888888888888888
0,0.5,1,58,0.3712,0.8888888888888888
0,0.5,1,59,0.3616,0.8888888888888888
0,0.5,1,60,0.36,0.8888888888888888
0,0.5,1,61,0.352,0.8888888888888888
0,0.5,1,62,0.3612,0.8888888888888888
0,0.5,1,63,0.3668,0.8888888888888888
0,0.5,1,64,0.3784,0.8888888888888888
0,0.5,1,65,0.39,0.8888888888888888
0,0.5,1,66,0.3784,0.8888888888888888
0,0.5,1,67,0.378,0.8888888888888888
0,0.5,1,68,0.3772,0.8888888888888888
0,0.5,1,69,0.368,0.8888888888888888
0,0.5,1,70,0.3692,0.8888888888888888
0,0.5,1,71,0.372,0.8888888888888888
0,0.5,1,72,0.3724,0.8888888888888888
0,0.5,1,73,0.382,0.8888888888888888
0,0.5,1,74,0.3724,0.8888888888888888
0,0.5,1,75,0.3916,0.8888888888888888
0,0.5,1,76,0.372,0.8888888888888888
0,0.5,1,77,0.3752,0.8888888888888888
0,0.5,1,78,0.3676,0.8888888888888888
0,0.5,1,79,0.3744,0.8888888888888888
0,0.5,1,80,0.3736,0.8888888888888888
0,0.5,1,81,0.3848,0.8888888888888888
0,0.5,1,82,0.3824,0.8888888888888888
0,0.5,1,83,0.382,0.8888888888888888
0,0.5,1,84,0.3884,0.8888888888888888
0,0.5,1,85,0.392,0.8888888888888888
0,0.5,1,86,0.3928,0.8888888888888888
0,0.5,1,87,0.396,0.8888888888888888
0,0.5,1,88,0.3836,0.8888888888888888
0,0.5,1,89,0.394,0.8888888888888888
0,0.5,1,90,0.3952,0.8888888888888888
0,0.5,1,91,0.3956,0.8888888888888888
0,0.5,1,92,0.3936,0.8888888888888888
0,0.5,1,93,0.3828,0.8888888888888888
0,0.5,1,94,0.3872,0.8888888888888888
0,0.5,1,95,0.3748,0.8888888888888888
0,0.5,1,96,0.3688,0.8888888888888888
0,0.5,1,97,0.3592,0.8888888888888888
0,0.5,1,98,0.3704,0.8888888888888888
0,0.5,1,99,0.362,0.8888888888888888
0,0.5,1,100,0.3636,0.8888888888888888
0,0.5,1,0,1,1.0
0,0.5,1,1,0.7256,1.0
0,0.5,1,2,0.5988,1.0
0,0.5,1,3,0.536,1.0
0,0.5,1,4,0.4904,1.0
0,0.5,1,5,0.4556,1.0
0,0.5,1,6,0.4304,1.0
0,0.5,1,7,0.426,1.0
0,0.5,1,8,0.4032,1.0
0,0.5,1,9,0.3932,1.0
0,0.5,1,10,0.3808,1.0
0,0.5,1,11,0.3644,1.0
0,0.5,1,12,0.3696,1.0
0,0.5,1,13,0.3888,1.0
0,0.5,1,14,0.3936,1.0
0,0.5,1,15,0.394,1.0
0,0.5,1,16,0.3888,1.0
0,0.5,1,17,0.3696,1.0
0,0.5,1,18,0.3596,1.0
0,0.5,1,19,0.376,1.0
0,0.5,1,20,0.3828,1.0
0,0.5,1,21,0.3744,1.0
0,0.5,1,22,0.3752,1.0
0,0.5,1,23,0.3792,1.0
0,0.5,1,24,0.3808,1.0
0,0.5,1,25,0.3748,1.0
0,0.5,1,26,0.39,1.0
0,0.5,1,27,0.3952,1.0
0,0.5,1,28,0.3976,1.0
0,0.5,1,29,0.3956,1.0
0,0.5,1,30,0.396,1.0
0,0.5,1,31,0.4088,1.0
0,0.5,1,32,0.3964,1.0
0,0.5,1,33,0.3944,1.0
0,0.5,1,34,0.3824,1.0
0,0.5,1,35,0.388,1.0
0,0.5,1,36,0.3912,1.0
0,0.5,1,37,0.3976,1.0
0,0.5,1,38,0.3772,1.0
0,0.5,1,39,0.3628,1.0
0,0.5,1,40,0.362,1.0
0,0.5,1,41,0.3692,1.0
0,0.5,1,42,0.374,1.0
0,0.5,1,43,0.3868,1.0
0,0.5,1,44,0.4052,1.0
0,0.5,1,45,0.4008,1.0
0,0.5,1,46,0.4048,1.0
0,0.5,1,47,0.4008,1.0
0,0.5,1,48,0.4048,1.0
0,0.5,1,49,0.3856,1.0
0,0.5,1,50,0.3712,1.0
0,0.5,1,51,0.3644,1.0
0,0.5,1,52,0.3592,1.0
0,0.5,1,53,0.3512,1.0
0,0.5,1,54,0.3524,1.0
0,0.5,1,55,0.358,1.0
0,0.5,1,56,0.3572,1.0
0,0.5,1,57,0.3656,1.0
0,0.5,1,58,0.3748,1.0
0,0.5,1,59,0.3744,1.0
0,0.5,1,60,0.3816,1.0
0,0.5,1,61,0.3972,1.0
0,0.5,1,62,0.3972,1.0
0,0.5,1,63,0.3884,1.0
0,0.5,1,64,0.388,1.0
0,0.5,1,65,0.3904,1.0
0,0.5,1,66,0.3984,1.0
0,0.5,1,67,0.388,1.0
0,0.5,1,68,0.376,1.0
0,0.5,1,69,0.382,1.0
0,0.5,1,70,0.3796,1.0
0,0.5,1,71,0.376,1.0
0,0.5,1,72,0.3788,1.0
0,0.5,1,73,0.3664,1.0
0,0.5,1,74,0.3504,1.0
0,0.5,1,75,0.356,1.0
0,0.5,1,76,0.3552,1.0
0,0.5,1,77,0.3596,1.0
0,0.5,1,78,0.3588,1.0
0,0.5,1,79,0.3684,1.0
0,0.5,1,80,0.3816,1.0
0,0.5,1,81,0.3744,1.0
0,0.5,1,82,0.3696,1.0
0,0.5,1,83,0.3844,1.0
0,0.5,1,84,0.3848,1.0
0,0.5,1,85,0.3688,1.0
0,0.5,1,86,0.3708,1.0
0,0.5,1,87,0.3628,1.0
0,0.5,1,88,0.3692,1.0
0,0.5,1,89,0.3816,1.0
0,0.5,1,90,0.3932,1.0
0,0.5,1,91,0.3876,1.0
0,0.5,1,92,0.3816,1.0
0,0.5,1,93,0.3732,1.0
0,0.5,1,94,0.3724,1.0
0,0.5,1,95,0.3848,1.0
0,0.5,1,96,0.3872,1.0
0,0.5,1,97,0.3756,1.0
0,0.5,1,98,0.3672,1.0
0,0.5,1,99,0.378,1.0
0,0.5,1,100,0.3756,1.0
0,1,1,0,1,0.0
0,1,1,1,0.7088,0.0
0,1,1,2,0.5884,0.0
0,1,1,3,0.5124,0.0
0,1,1,4,0.4432,0.0
0,1,1,5,0.4016,0.0
0,1,1,6,0.3932,0.0
0,1,1,7,0.388,0.0
0,1,1,8,0.3616,0.0
0,1,1,9,0.3432,0.0
0,1,1,10,0.3284,0.0
0,1,1,11,0.324,0.0
0,1,1,12,0.3248,0.0
0,1,1,13,0.3248,0.0
0,1,1,14,0.3212,0.0
0,1,1,15,0.3144,0.0
0,1,1,16,0.3168,0.0
0,1,1,17,0.3104,0.0
0,1,1,18,0.2864,0.0
0,1,1,19,0.2752,0.0
0,1,1,20,0.2768,0.0
0,1,1,21,0.2736,0.0
0,1,1,22,0.2712,0.0
0,1,1,23,0.2712,0.0
0,1,1,24,0.2748,0.0
0,1,1,25,0.2608,0.0
0,1,1,26,0.2636,0.0
0,1,1,27,0.2612,0.0
0,1,1,28,0.2616,0.0
0,1,1,29,0.2548,0.0
0,1,1,30,0.254,0.0
0,1,1,31,0.2436,0.0
0,1,1,32,0.2388,0.0
0,1,1,33,0.2496,0.0
0,1,1,34,0.2604,0.0
0,1,1,35,0.2556,0.0
0,1,1,36,0.2564,0.0
0,1,1,37,0.2608,0.0
0,1,1,38,0.266,0.0
0,1,1,39,0.2544,0.0
0,1,1,40,0.256,0.0
0,1,1,41,0.2552,0.0
0,1,1,42,0.2544,0.0
0,1,1,43,0.2604,0.0
0,1,1,44,0.2652,0.0
0,1,1,45,0.274,0.0
0,1,1,46,0.2764,0.0
0,1,1,47,0.2756,0.0
0,1,1,48,0.2704,0.0
0,1,1,49,0.2668,0.0
0,1,1,50,0.2604,0.0
0,1,1,51,0.2688,0.0
0,1,1,52,0.26,0.0
0,1,1,53,0.2568,0.0
0,1,1,54,0.2556,0.0
0,1,1,55,0.2444,0.0
0,1,1,56,0.2484,0.0
0,1,1,57,0.2492,0.0
0,1,1,58,0.252,0.0
0,1,1,59,0.2584,0.0
0,1,1,60,0.258,0.0
0,1,1,61,0.2536,0.0
0,1,1,62,0.2556,0.0
0,1,1,63,0.2436,0.0
0,1,1,64,0.2464,0.0
0,1,1,65,0.2492,0.0
0,1,1,66,0.2556,0.0
0,1,1,67,0.2508,0.0
0,1,1,68,0.2536,0.0
0,1,1,69,0.254,0.0
0,1,1,70,0.2524,0.0
0,1,1,71,0.2408,0.0
0,1,1,72,0.238,0.0
0,1,1,73,0.2364,0.0
0,1,1,74,0.2236,0.0
0,1,1,75,0.2212,0.0
0,1,1,76,0.2136,0.0
0,1,1,77,0.216,0.0
0,1,1,78,0.2188,0.0
0,1,1,79,0.2364,0.0
0,1,1,80,0.228,0.0
0,1,1,81,0.2368,0.0
0,1,1,82,0.2452,0.0
0,1,1,83,0.2552,0.0
0,1,1,84,0.2416,0.0
0,1,1,85,0.24,0.0
0,1,1,86,0.2408,0.0
0,1,1,87,0.2576,0.0
0,1,1,88,0.242,0.0
0,1,1,89,0.2416,0.0
0,1,1,90,0.244,0.0
0,1,1,91,0.2456,0.0
0,1,1,92,0.2552,0.0
0,1,1,93,0.2532,0.0
0,1,1,94,0.2624,0.0
0,1,1,95,0.2524,0.0
0,1,1,96,0.2512,0.0
0,1,1,97,0.2584,0.0
0,1,1,98,0.2684,0.0
0,1,1,99,0.272,0.0
0,1,1,100,0.2636,0.0
0,1,1,0,1,0.1111111111111111
0,1,1,1,0.7284,0.1111111111111111
0,1,1,2,0.5888,0.1111111111111111
0,1,1,3,0.5268,0.1111111111111111
0,1,1,4,0.4496,0.1111111111111111
0,1,1,5,0.4092,0.1111111111111111
0,1,1,6,0.386,0.1111111111111111
0,1,1,7,0.356,0.1111111111111111
0,1,1,8,0.3508,0.1111111111111111
0,1,1,9,0.3416,0.1111111111111111
0,1,1,10,0.3392,0.1111111111111111
0,1,1,11,0.3216,0.1111111111111111
0,1,1,12,0.3176,0.1111111111111111
0,1,1,13,0.3096,0.1111111111111111
0,1,1,14,0.3008,0.1111111111111111
0,1,1,15,0.308,0.1111111111111111
0,1,1,16,0.3092,0.1111111111111111
0,1,1,17,0.3116,0.1111111111111111
0,1,1,18,0.3168,0.1111111111111111
0,1,1,19,0.32,0.1111111111111111
0,1,1,20,0.3196,0.1111111111111111
0,1,1,21,0.3152,0.1111111111111111
0,1,1,22,0.32,0.1111111111111111
0,1,1,23,0.32,0.1111111111111111
0,1,1,24,0.3,0.1111111111111111
0,1,1,25,0.31,0.1111111111111111
0,1,1,26,0.3032,0.1111111111111111
0,1,1,27,0.3,0.1111111111111111
0,1,1,28,0.3008,0.1111111111111111
0,1,1,29,0.2964,0.1111111111111111
0,1,1,30,0.2932,0.1111111111111111
0,1,1,31,0.2928,0.1111111111111111
0,1,1,32,0.2944,0.1111111111111111
0,1,1,33,0.2956,0.1111111111111111
0,1,1,34,0.2888,0.1111111111111111
0,1,1,35,0.2848,0.1111111111111111
0,1,1,36,0.278,0.1111111111111111
0,1,1,37,0.2776,0.1111111111111111
0,1,1,38,0.2812,0.1111111111111111
0,1,1,39,0.276,0.1111111111111111
0,1,1,40,0.2704,0.1111111111111111
0,1,1,41,0.264,0.1111111111111111
0,1,1,42,0.2768,0.1111111111111111
0,1,1,43,0.28,0.1111111111111111
0,1,1,44,0.2848,0.1111111111111111
0,1,1,45,0.282,0.1111111111111111
0,1,1,46,0.2996,0.1111111111111111
0,1,1,47,0.298,0.1111111111111111
0,1,1,48,0.2936,0.1111111111111111
0,1,1,49,0.3016,0.1111111111111111
0,1,1,50,0.3032,0.1111111111111111
0,1,1,51,0.3108,0.1111111111111111
0,1,1,52,0.3212,0.1111111111111111
0,1,1,53,0.3264,0.1111111111111111
0,1,1,54,0.3252,0.1111111111111111
0,1,1,55,0.3152,0.1111111111111111
0,1,1,56,0.3116,0.1111111111111111
0,1,1,57,0.3112,0.1111111111111111
0,1,1,58,0.3264,0.1111111111111111
0,1,1,59,0.3192,0.1111111111111111
0,1,1,60,0.3204,0.1111111111111111
0,1,1,61,0.3276,0.1111111111111111
0,1,1,62,0.3156,0.1111111111111111
0,1,1,63,0.324,0.1111111111111111
0,1,1,64,0.322,0.1111111111111111
0,1,1,65,0.3176,0.1111111111111111
0,1,1,66,0.3252,0.1111111111111111
0,1,1,67,0.3256,0.1111111111111111
0,1,1,68,0.32,0.1111111111111111
0,1,1,69,0.3244,0.1111111111111111
0,1,1,70,0.3152,0.1111111111111111
0,1,1,71,0.306,0.1111111111111111
0,1,1,72,0.3096,0.1111111111111111
0,1,1,73,0.2968,0.1111111111111111
0,1,1,74,0.3196,0.1111111111111111
0,1,1,75,0.3136,0.1111111111111111
0,1,1,76,0.3112,0.1111111111111111
0,1,1,77,0.3116,0.1111111111111111
0,1,1,78,0.306,0.1111111111111111
0,1,1,79,0.3008,0.1111111111111111
0,1,1,80,0.3168,0.1111111111111111
0,1,1,81,0.3192,0.1111111111111111
0,1,1,82,0.3228,0.1111111111111111
0,1,1,83,0.3196,0.1111111111111111
0,1,1,84,0.324,0.1111111111111111
0,1,1,85,0.322,0.1111111111111111
0,1,1,86,0.3152,0.1111111111111111
0,1,1,87,0.3112,0.1111111111111111
0,1,1,88,0.3132,0.1111111111111111
0,1,1,89,0.3028,0.1111111111111111
0,1,1,90,0.3192,0.1111111111111111
0,1,1,91,0.3108,0.1111111111111111
0,1,1,92,0.3108,0.1111111111111111
0,1,1,93,0.302,0.1111111111111111
0,1,1,94,0.2888,0.1111111111111111
0,1,1,95,0.2824,0.1111111111111111
0,1,1,96,0.2856,0.1111111111111111
0,1,1,97,0.2876,0.1111111111111111
0,1,1,98,0.3128,0.1111111111111111
0,1,1,99,0.302,0.1111111111111111
0,1,1,100,0.2996,0.1111111111111111
0,1,1,0,1,0.2222222222222222
0,1,1,1,0.7188,0.2222222222222222
0,1,1,2,0.5932,0.2222222222222222
0,1,1,3,0.5076,0.2222222222222222
0,1,1,4,0.4632,0.2222222222222222
0,1,1,5,0.4288,0.2222222222222222
0,1,1,6,0.3984,0.2222222222222222
0,1,1,7,0.3904,0.2222222222222222
0,1,1,8,0.38,0.2222222222222222
0,1,1,9,0.3792,0.2222222222222222
0,1,1,10,0.3744,0.2222222222222222
0,1,1,11,0.3668,0.2222222222222222
0,1,1,12,0.356,0.2222222222222222
0,1,1,13,0.3652,0.2222222222222222
0,1,1,14,0.3504,0.2222222222222222
0,1,1,15,0.3464,0.2222222222222222
0,1,1,16,0.3444,0.2222222222222222
0,1,1,17,0.3352,0.2222222222222222
0,1,1,18,0.3372,0.2222222222222222
0,1,1,19,0.3372,0.2222222222222222
0,1,1,20,0.3328,0.2222222222222222
0,1,1,21,0.3488,0.2222222222222222
0,1,1,22,0.348,0.2222222222222222
0,1,1,23,0.3412,0.2222222222222222
0,1,1,24,0.3372,0.2222222222222222
0,1,1,25,0.3408,0.2222222222222222
0,1,1,26,0.3384,0.2222222222222222
0,1,1,27,0.3384,0.2222222222222222
0,1,1,28,0.3388,0.2222222222222222
0,1,1,29,0.342,0.2222222222222222
0,1,1,30,0.3356,0.2222222222222222
0,1,1,31,0.3332,0.2222222222222222
0,1,1,32,0.3252,0.2222222222222222
0,1,1,33,0.32,0.2222222222222222
0,1,1,34,0.31,0.2222222222222222
0,1,1,35,0.3156,0.2222222222222222
0,1,1,36,0.3152,0.2222222222222222
0,1,1,37,0.3116,0.2222222222222222
0,1,1,38,0.3132,0.2222222222222222
0,1,1,39,0.3232,0.2222222222222222
0,1,1,40,0.3136,0.2222222222222222
0,1,1,41,0.318,0.2222222222222222
0,1,1,42,0.3208,0.2222222222222222
0,1,1,43,0.3352,0.2222222222222222
0,1,1,44,0.3292,0.2222222222222222
0,1,1,45,0.3312,0.2222222222222222
0,1,1,46,0.3316,0.2222222222222222
0,1,1,47,0.3232,0.2222222222222222
0,1,1,48,0.3256,0.2222222222222222
0,1,1,49,0.3292,0.2222222222222222
0,1,1,50,0.3244,0.2222222222222222
0,1,1,51,0.3212,0.2222222222222222
0,1,1,52,0.318,0.2222222222222222
0,1,1,53,0.3156,0.2222222222222222
0,1,1,54,0.3384,0.2222222222222222
0,1,1,55,0.338,0.2222222222222222
0,1,1,56,0.3428,0.2222222222222222
0,1,1,57,0.3416,0.2222222222222222
0,1,1,58,0.334,0.2222222222222222
0,1,1,59,0.3324,0.2222222222222222
0,1,1,60,0.3296,0.2222222222222222
0,1,1,61,0.34,0.2222222222222222
0,1,1,62,0.342,0.2222222222222222
0,1,1,63,0.332,0.2222222222222222
0,1,1,64,0.3284,0.2222222222222222
0,1,1,65,0.3176,0.2222222222222222
0,1,1,66,0.3124,0.2222222222222222
0,1,1,67,0.322,0.2222222222222222
0,1,1,68,0.3072,0.2222222222222222
0,1,1,69,0.3076,0.2222222222222222
0,1,1,70,0.3128,0.2222222222222222
0,1,1,71,0.3032,0.2222222222222222
0,1,1,72,0.3048,0.2222222222222222
0,1,1,73,0.3064,0.2222222222222222
0,1,1,74,0.3016,0.2222222222222222
0,1,1,75,0.3124,0.2222222222222222
0,1,1,76,0.3184,0.2222222222222222
0,1,1,77,0.3272,0.2222222222222222
0,1,1,78,0.324,0.2222222222222222
0,1,1,79,0.3336,0.2222222222222222
0,1,1,80,0.322,0.2222222222222222
0,1,1,81,0.3208,0.2222222222222222
0,1,1,82,0.316,0.2222222222222222
0,1,1,83,0.3204,0.2222222222222222
0,1,1,84,0.33,0.2222222222222222
0,1,1,85,0.3444,0.2222222222222222
0,1,1,86,0.34,0.2222222222222222
0,1,1,87,0.3212,0.2222222222222222
0,1,1,88,0.3292,0.2222222222222222
0,1,1,89,0.3372,0.2222222222222222
0,1,1,90,0.34,0.2222222222222222
0,1,1,91,0.3364,0.2222222222222222
0,1,1,92,0.3372,0.2222222222222222
0,1,1,93,0.342,0.2222222222222222
0,1,1,94,0.336,0.2222222222222222
0,1,1,95,0.344,0.2222222222222222
0,1,1,96,0.3372,0.2222222222222222
0,1,1,97,0.3176,0.2222222222222222
0,1,1,98,0.3148,0.2222222222222222
0,1,1,99,0.3052,0.2222222222222222
0,1,1,100,0.3036,0.2222222222222222
0,1,1,0,1,0.3333333333333333
0,1,1,1,0.7204,0.3333333333333333
0,1,1,2,0.612,0.3333333333333333
0,1,1,3,0.5304,0.3333333333333333
0,1,1,4,0.4812,0.3333333333333333
0,1,1,5,0.4496,0.3333333333333333
0,1,1,6,0.4352,0.3333333333333333
0,1,1,7,0.4084,0.3333333333333333
0,1,1,8,0.3892,0.3333333333333333
0,1,1,9,0.3908,0.3333333333333333
0,1,1,10,0.3908,0.3333333333333333
0,1,1,11,0.3956,0.3333333333333333
0,1,1,12,0.3692,0.3333333333333333
0,1,1,13,0.3504,0.3333333333333333
0,1,1,14,0.3536,0.3333333333333333
0,1,1,15,0.3484,0.3333333333333333
0,1,1,16,0.3488,0.3333333333333333
0,1,1,17,0.3496,0.3333333333333333
0,1,1,18,0.3564,0.3333333333333333
0,1,1,19,0.3544,0.3333333333333333
0,1,1,20,0.356,0.3333333333333333
0,1,1,21,0.3616,0.3333333333333333
0,1,1,22,0.364,0.3333333333333333
0,1,1,23,0.356,0.3333333333333333
0,1,1,24,0.354,0.3333333333333333
0,1,1,25,0.3572,0.3333333333333333
0,1,1,26,0.3684,0.3333333333333333
0,1,1,27,0.37,0.3333333333333333
0,1,1,28,0.3604,0.3333333333333333
0,1,1,29,0.356,0.3333333333333333
0,1,1,30,0.364,0.3333333333333333
0,1,1,31,0.3448,0.3333333333333333
0,1,1,32,0.348,0.3333333333333333
0,1,1,33,0.346,0.3333333333333333
0,1,1,34,0.352,0.3333333333333333
0,1,1,35,0.3524,0.3333333333333333
0,1,1,36,0.3424,0.3333333333333333
0,1,1,37,0.3336,0.3333333333333333
0,1,1,38,0.34,0.3333333333333333
0,1,1,39,0.3384,0.3333333333333333
