simulation,generation,rho,p_int
1,0,1,0.5555555555555556
1,1,0.92,0.5555555555555556
1,2,0.86,0.5555555555555556
1,3,0.9,0.5555555555555556
1,4,0.9,0.5555555555555556
1,5,0.87,0.5555555555555556
1,6,0.93,0.5555555555555556
1,7,0.87,0.5555555555555556
1,8,0.91,0.5555555555555556
1,9,0.87,0.5555555555555556
1,10,0.85,0.5555555555555556
1,11,0.89,0.5555555555555556
1,12,0.88,0.5555555555555556
1,13,0.87,0.5555555555555556
1,14,0.91,0.5555555555555556
1,15,0.85,0.5555555555555556
1,16,0.92,0.5555555555555556
1,17,0.9,0.5555555555555556
1,18,0.88,0.5555555555555556
1,19,0.92,0.5555555555555556
1,20,0.9,0.5555555555555556
1,21,0.92,0.5555555555555556
1,22,0.88,0.5555555555555556
1,23,0.88,0.5555555555555556
1,24,0.89,0.5555555555555556
1,25,0.85,0.5555555555555556
1,26,0.89,0.5555555555555556
1,27,0.93,0.5555555555555556
1,28,0.91,0.5555555555555556
1,29,0.96,0.5555555555555556
1,30,0.95,0.5555555555555556
1,31,0.92,0.5555555555555556
1,32,0.91,0.5555555555555556
1,33,0.9,0.5555555555555556
1,34,0.89,0.5555555555555556
1,35,0.91,0.5555555555555556
1,36,0.88,0.5555555555555556
1,37,0.91,0.5555555555555556
1,38,0.89,0.5555555555555556
1,39,0.93,0.5555555555555556
1,40,0.87,0.5555555555555556
1,41,0.87,0.5555555555555556
1,42,0.91,0.5555555555555556
1,43,0.85,0.5555555555555556
1,44,0.84,0.5555555555555556
1,45,0.9,0.5555555555555556
1,46,0.88,0.5555555555555556
1,47,0.9,0.5555555555555556
1,48,0.92,0.5555555555555556
1,49,0.9,0.5555555555555556
1,50,0.91,0.5555555555555556
1,51,0.89,0.5555555555555556
1,52,0.85,0.5555555555555556
1,53,0.85,0.5555555555555556
1,54,0.84,0.5555555555555556
1,55,0.88,0.5555555555555556
1,56,0.9,0.5555555555555556
1,57,0.9,0.5555555555555556
1,58,0.94,0.5555555555555556
1,59,0.94,0.5555555555555556
1,60,0.93,0.5555555555555556
1,61,0.93,0.5555555555555556
1,62,0.93,0.5555555555555556
1,63,0.92,0.5555555555555556
1,64,0.92,0.5555555555555556
1,65,0.86,0.5555555555555556
1,66,0.87,0.5555555555555556
1,67,0.86,0.5555555555555556
1,68,0.9,0.5555555555555556
1,69,0.92,0.5555555555555556
1,70,0.92,0.5555555555555556
1,71,0.9,0.5555555555555556
1,72,0.87,0.5555555555555556
1,73,0.89,0.5555555555555556
1,74,0.92,0.5555555555555556
1,75,0.93,0.5555555555555556
1,76,0.91,0.5555555555555556
1,77,0.84,0.5555555555555556
1,78,0.88,0.5555555555555556
1,79,0.93,0.5555555555555556
1,80,0.92,0.5555555555555556
1,81,0.92,0.5555555555555556
1,82,0.92,0.5555555555555556
1,83,0.94,0.5555555555555556
1,84,0.92,0.5555555555555556
1,85,0.88,0.5555555555555556
1,86,0.89,0.5555555555555556
1,87,0.92,0.5555555555555556
1,88,0.92,0.5555555555555556
1,89,0.91,0.5555555555555556
1,90,0.88,0.5555555555555556
1,91,0.83,0.5555555555555556
1,92,0.91,0.5555555555555556
1,93,0.91,0.5555555555555556
1,94,0.91,0.5555555555555556
1,95,0.89,0.5555555555555556
1,96,0.88,0.5555555555555556
1,97,0.86,0.5555555555555556
1,98,0.85,0.5555555555555556
1,99,0.92,0.5555555555555556
1,100,0.87,0.5555555555555556
1,0,1,0.6666666666666666
1,1,0.97,0.6666666666666666
1,2,0.95,0.6666666666666666
1,3,0.95,0.6666666666666666
1,4,0.94,0.6666666666666666
1,5,0.96,0.6666666666666666
1,6,0.98,0.6666666666666666
1,7,0.95,0.6666666666666666
1,8,0.95,0.6666666666666666
1,9,0.93,0.6666666666666666
1,10,0.97,0.6666666666666666
1,11,0.95,0.6666666666666666
1,12,0.91,0.6666666666666666
1,13,0.95,0.6666666666666666
1,14,0.98,0.6666666666666666
1,15,0.97,0.6666666666666666
1,16,0.95,0.6666666666666666
1,17,0.97,0.6666666666666666
1,18,0.94,0.6666666666666666
1,19,0.95,0.6666666666666666
1,20,0.94,0.6666666666666666
1,21,0.96,0.6666666666666666
1,22,0.93,0.6666666666666666
1,23,0.94,0.6666666666666666
1,24,0.95,0.6666666666666666
1,25,0.95,0.6666666666666666
1,26,0.95,0.6666666666666666
1,27,0.96,0.6666666666666666
1,28,0.95,0.6666666666666666
1,29,0.95,0.6666666666666666
1,30,0.94,0.6666666666666666
1,31,0.94,0.6666666666666666
1,32,0.94,0.6666666666666666
1,33,0.92,0.6666666666666666
1,34,0.94,0.6666666666666666
1,35,0.97,0.6666666666666666
1,36,0.96,0.6666666666666666
1,37,0.93,0.6666666666666666
1,38,0.95,0.6666666666666666
1,39,0.91,0.6666666666666666
1,40,0.93,0.6666666666666666
1,41,0.93,0.6666666666666666
1,42,0.95,0.6666666666666666
1,43,0.95,0.6666666666666666
1,44,0.88,0.6666666666666666
1,45,0.92,0.6666666666666666
1,46,0.87,0.6666666666666666
1,47,0.89,0.6666666666666666
1,48,0.93,0.6666666666666666
1,49,0.94,0.6666666666666666
1,50,0.94,0.6666666666666666
1,51,0.95,0.6666666666666666
1,52,0.95,0.6666666666666666
1,53,0.93,0.6666666666666666
1,54,0.95,0.6666666666666666
1,55,0.94,0.6666666666666666
1,56,0.95,0.6666666666666666
1,57,0.96,0.6666666666666666
1,58,0.95,0.6666666666666666
1,59,0.94,0.6666666666666666
1,60,0.95,0.6666666666666666
1,61,0.95,0.6666666666666666
1,62,0.96,0.6666666666666666
1,63,0.95,0.6666666666666666
1,64,0.95,0.6666666666666666
1,65,0.95,0.6666666666666666
1,66,0.95,0.6666666666666666
1,67,0.94,0.6666666666666666
1,68,0.94,0.6666666666666666
1,69,0.93,0.6666666666666666
1,70,0.93,0.6666666666666666
1,71,0.92,0.6666666666666666
1,72,0.92,0.6666666666666666
1,73,0.98,0.6666666666666666
1,74,0.95,0.6666666666666666
1,75,0.96,0.6666666666666666
1,76,0.97,0.6666666666666666
1,77,0.98,0.6666666666666666
1,78,0.97,0.6666666666666666
1,79,1.0,0.6666666666666666
1,80,0.95,0.6666666666666666
1,81,0.94,0.6666666666666666
1,82,0.93,0.6666666666666666
1,83,0.94,0.6666666666666666
1,84,0.97,0.6666666666666666
1,85,0.96,0.6666666666666666
1,86,0.97,0.6666666666666666
1,87,0.96,0.6666666666666666
1,88,0.94,0.6666666666666666
1,89,0.95,0.6666666666666666
1,90,0.92,0.6666666666666666
1,91,0.93,0.6666666666666666
1,92,0.93,0.6666666666666666
1,93,0.93,0.6666666666666666
1,94,0.93,0.6666666666666666
1,95,0.92,0.6666666666666666
1,96,0.93,0.6666666666666666
1,97,0.95,0.6666666666666666
1,98,0.92,0.6666666666666666
1,99,0.98,0.6666666666666666
1,100,0.94,0.6666666666666666
1,0,1,0.7777777777777777
1,1,0.96,0.7777777777777777
1,2,0.99,0.7777777777777777
1,3,0.98,0.7777777777777777
1,4,0.99,0.7777777777777777
1,5,0.97,0.7777777777777777
1,6,0.97,0.7777777777777777
1,7,0.96,0.7777777777777777
1,8,0.98,0.7777777777777777
1,9,0.96,0.7777777777777777
1,10,0.99,0.7777777777777777
1,11,0.98,0.7777777777777777
1,12,0.99,0.7777777777777777
1,13,0.96,0.7777777777777777
1,14,0.95,0.7777777777777777
1,15,0.95,0.7777777777777777
1,16,0.97,0.7777777777777777
1,17,0.96,0.7777777777777777
1,18,0.96,0.7777777777777777
1,19,0.97,0.7777777777777777
1,20,0.97,0.7777777777777777
1,21,0.98,0.7777777777777777
1,22,0.98,0.7777777777777777
1,23,0.94,0.7777777777777777
1,24,0.96,0.7777777777777777
1,25,0.98,0.7777777777777777
1,26,0.94,0.7777777777777777
1,27,0.98,0.7777777777777777
1,28,0.99,0.7777777777777777
1,29,0.99,0.7777777777777777
1,30,0.96,0.7777777777777777
1,31,0.98,0.7777777777777777
1,32,0.97,0.7777777777777777
1,33,0.93,0.7777777777777777
1,34,0.96,0.7777777777777777
1,35,0.95,0.7777777777777777
1,36,0.95,0.7777777777777777
1,37,0.98,0.7777777777777777
1,38,0.97,0.7777777777777777
1,39,0.97,0.7777777777777777
1,40,0.97,0.7777777777777777
1,41,0.95,0.7777777777777777
1,42,0.97,0.7777777777777777
1,43,0.98,0.7777777777777777
1,44,0.97,0.7777777777777777
1,45,0.98,0.7777777777777777
1,46,0.98,0.7777777777777777
1,47,0.96,0.7777777777777777
1,48,0.94,0.7777777777777777
1,49,0.96,0.7777777777777777
1,50,0.96,0.7777777777777777
1,51,0.95,0.7777777777777777
1,52,0.97,0.7777777777777777
1,53,0.94,0.7777777777777777
1,54,0.98,0.7777777777777777
1,55,0.97,0.7777777777777777
1,56,0.98,0.7777777777777777
1,57,0.96,0.7777777777777777
1,58,0.94,0.7777777777777777
1,59,0.97,0.7777777777777777
1,60,0.99,0.7777777777777777
1,61,0.96,0.7777777777777777
1,62,0.97,0.7777777777777777
1,63,0.97,0.7777777777777777
1,64,0.96,0.7777777777777777
1,65,0.93,0.7777777777777777
1,66,0.91,0.7777777777777777
1,67,0.95,0.7777777777777777
1,68,0.96,0.7777777777777777
1,69,0.96,0.7777777777777777
1,70,0.97,0.7777777777777777
1,71,0.98,0.7777777777777777
1,72,0.95,0.7777777777777777
1,73,0.98,0.7777777777777777
1,74,0.96,0.7777777777777777
1,75,0.95,0.7777777777777777
1,76,0.95,0.7777777777777777
1,77,0.96,0.7777777777777777
1,78,0.98,0.7777777777777777
1,79,0.93,0.7777777777777777
1,80,0.96,0.7777777777777777
1,81,0.95,0.7777777777777777
1,82,0.93,0.7777777777777777
1,83,0.96,0.7777777777777777
1,84,0.94,0.7777777777777777
1,85,0.98,0.7777777777777777
1,86,0.97,0.7777777777777777
1,87,0.99,0.7777777777777777
1,88,0.98,0.7777777777777777
1,89,0.95,0.7777777777777777
1,90,0.99,0.7777777777777777
1,91,1.0,0.7777777777777777
1,92,0.98,0.7777777777777777
1,93,0.96,0.7777777777777777
1,94,0.96,0.7777777777777777
1,95,0.95,0.7777777777777777
1,96,0.96,0.7777777777777777
1,97,0.97,0.7777777777777777
1,98,0.95,0.7777777777777777
1,99,0.98,0.7777777777777777
1,100,0.99,0.7777777777777777
1,0,1,0.8888888888888888
1,1,0.98,0.8888888888888888
1,2,0.98,0.8888888888888888
1,3,0.99,0.8888888888888888
1,4,0.98,0.8888888888888888
1,5,0.99,0.8888888888888888
1,6,0.99,0.8888888888888888
1,7,1.0,0.8888888888888888
1,8,0.97,0.8888888888888888
1,9,0.99,0.8888888888888888
1,10,0.97,0.8888888888888888
1,11,0.97,0.8888888888888888
1,12,0.98,0.8888888888888888
1,13,0.95,0.8888888888888888
1,14,0.96,0.8888888888888888
1,15,0.97,0.8888888888888888
1,16,0.98,0.8888888888888888
1,17,0.96,0.8888888888888888
1,18,0.99,0.8888888888888888
1,19,1.0,0.8888888888888888
1,20,1.0,0.8888888888888888
1,21,1.0,0.8888888888888888
1,22,0.99,0.8888888888888888
1,23,0.99,0.8888888888888888
1,24,0.99,0.8888888888888888
1,25,0.99,0.8888888888888888
1,26,0.99,0.8888888888888888
1,27,0.98,0.8888888888888888
1,28,0.99,0.8888888888888888
1,29,0.97,0.8888888888888888
1,30,0.96,0.8888888888888888
1,31,0.94,0.8888888888888888
1,32,0.97,0.8888888888888888
1,33,0.97,0.8888888888888888
1,34,0.98,0.8888888888888888
1,35,0.97,0.8888888888888888
1,36,0.97,0.8888888888888888
1,37,0.96,0.8888888888888888
1,38,0.98,0.8888888888888888
1,39,0.99,0.8888888888888888
1,40,0.96,0.8888888888888888
1,41,0.99,0.8888888888888888
1,42,0.99,0.8888888888888888
1,43,0.95,0.8888888888888888
1,44,0.97,0.8888888888888888
1,45,0.96,0.8888888888888888
1,46,0.98,0.8888888888888888
1,47,0.98,0.8888888888888888
1,48,0.99,0.8888888888888888
1,49,0.99,0.8888888888888888
1,50,0.97,0.8888888888888888
1,51,0.99,0.8888888888888888
1,52,0.99,0.8888888888888888
1,53,0.99,0.8888888888888888
1,54,0.96,0.8888888888888888
1,55,0.98,0.8888888888888888
1,56,1.0,0.8888888888888888
1,57,0.98,0.8888888888888888
1,58,0.97,0.8888888888888888
1,59,0.99,0.8888888888888888
1,60,0.98,0.8888888888888888
1,61,0.97,0.8888888888888888
1,62,0.96,0.8888888888888888
1,63,0.96,0.8888888888888888
1,64,0.98,0.8888888888888888
1,65,0.95,0.8888888888888888
1,66,0.95,0.8888888888888888
1,67,0.95,0.8888888888888888
1,68,0.97,0.8888888888888888
1,69,0.99,0.8888888888888888
1,70,0.97,0.8888888888888888
1,71,0.97,0.8888888888888888
1,72,0.95,0.8888888888888888
1,73,0.98,0.8888888888888888
1,74,0.97,0.8888888888888888
1,75,0.99,0.8888888888888888
1,76,0.98,0.8888888888888888
1,77,0.99,0.8888888888888888
1,78,0.98,0.8888888888888888
1,79,0.98,0.8888888888888888
1,80,0.99,0.8888888888888888
1,81,0.99,0.8888888888888888
1,82,0.98,0.8888888888888888
1,83,0.98,0.8888888888888888
1,84,1.0,0.8888888888888888
1,85,0.98,0.8888888888888888
1,86,0.99,0.8888888888888888
1,87,0.99,0.8888888888888888
1,88,1.0,0.8888888888888888
1,89,0.99,0.8888888888888888
1,90,0.98,0.8888888888888888
1,91,0.97,0.8888888888888888
1,92,0.94,0.8888888888888888
1,93,0.96,0.8888888888888888
1,94,0.97,0.8888888888888888
1,95,0.97,0.8888888888888888
1,96,0.97,0.8888888888888888
1,97,0.98,0.8888888888888888
1,98,1.0,0.8888888888888888
1,99,0.99,0.8888888888888888
1,100,0.99,0.8888888888888888
1,0,1,1.0
1,1,1.0,1.0
1,2,1.0,1.0
1,3,0.98,1.0
1,4,1.0,1.0
1,5,1.0,1.0
1,6,1.0,1.0
1,7,0.97,1.0
1,8,0.99,1.0
1,9,0.99,1.0
1,10,0.99,1.0
1,11,0.99,1.0
1,12,0.98,1.0
1,13,0.98,1.0
1,14,0.99,1.0
1,15,1.0,1.0
1,16,1.0,1.0
1,17,1.0,1.0
1,18,0.97,1.0
1,19,1.0,1.0
1,20,0.99,1.0
1,21,1.0,1.0
1,22,0.98,1.0
1,23,0.98,1.0
1,24,1.0,1.0
1,25,0.97,1.0
1,26,0.99,1.0
1,27,0.99,1.0
1,28,0.97,1.0
1,29,0.99,1.0
1,30,0.99,1.0
1,31,0.99,1.0
1,32,1.0,1.0
1,33,0.99,1.0
1,34,0.99,1.0
1,35,0.98,1.0
1,36,0.98,1.0
1,37,0.98,1.0
1,38,0.97,1.0
1,39,0.96,1.0
1,40,0.97,1.0
1,41,0.98,1.0
1,42,0.99,1.0
1,43,0.98,1.0
1,44,0.97,1.0
1,45,0.99,1.0
1,46,1.0,1.0
1,47,0.99,1.0
1,48,0.96,1.0
1,49,0.99,1.0
1,50,0.98,1.0
1,51,0.98,1.0
1,52,0.97,1.0
1,53,0.98,1.0
1,54,0.97,1.0
1,55,0.97,1.0
1,56,0.97,1.0
1,57,0.99,1.0
1,58,0.96,1.0
1,59,0.99,1.0
1,60,0.99,1.0
1,61,0.99,1.0
1,62,0.98,1.0
1,63,0.99,1.0
1,64,1.0,1.0
1,65,0.97,1.0
1,66,0.98,1.0
1,67,0.99,1.0
1,68,0.97,1.0
1,69,0.98,1.0
1,70,0.99,1.0
1,71,0.98,1.0
1,72,0.98,1.0
1,73,0.98,1.0
1,74,0.98,1.0
1,75,0.99,1.0
1,76,0.99,1.0
1,77,1.0,1.0
1,78,0.98,1.0
1,79,0.99,1.0
1,80,0.98,1.0
1,81,0.98,1.0
1,82,1.0,1.0
1,83,0.99,1.0
1,84,0.99,1.0
1,85,0.99,1.0
1,86,0.99,1.0
1,87,1.0,1.0
1,88,1.0,1.0
1,89,1.0,1.0
1,90,0.99,1.0
1,91,0.98,1.0
1,92,0.99,1.0
1,93,0.99,1.0
1,94,1.0,1.0
1,95,1.0,1.0
1,96,0.98,1.0
1,97,0.99,1.0
1,98,0.97,1.0
1,99,0.99,1.0
1,100,0.97,1.0
