simulation,generation,rho,p_int
1,52,0.8449,0.4444444444444444
1,53,0.8479,0.4444444444444444
1,54,0.8484,0.4444444444444444
1,55,0.8503,0.4444444444444444
1,56,0.8517,0.4444444444444444
1,57,0.8512,0.4444444444444444
1,58,0.8456,0.4444444444444444
1,59,0.8482,0.4444444444444444
1,60,0.8448,0.4444444444444444
1,61,0.8487,0.4444444444444444
1,62,0.8519,0.4444444444444444
1,63,0.8535,0.4444444444444444
1,64,0.8481,0.4444444444444444
1,65,0.8521,0.4444444444444444
1,66,0.8565,0.4444444444444444
1,67,0.8514,0.4444444444444444
1,68,0.8473,0.4444444444444444
1,69,0.8472,0.4444444444444444
1,70,0.851,0.4444444444444444
1,71,0.8464,0.4444444444444444
1,72,0.8485,0.4444444444444444
1,73,0.8453,0.4444444444444444
1,74,0.8472,0.4444444444444444
1,75,0.8489,0.4444444444444444
1,76,0.8469,0.4444444444444444
1,77,0.8516,0.4444444444444444
1,78,0.8519,0.4444444444444444
1,79,0.8523,0.4444444444444444
1,80,0.8473,0.4444444444444444
1,81,0.8458,0.4444444444444444
1,82,0.8513,0.4444444444444444
1,83,0.846,0.4444444444444444
1,84,0.8465,0.4444444444444444
1,85,0.8459,0.4444444444444444
1,86,0.844,0.4444444444444444
1,87,0.8451,0.4444444444444444
1,88,0.84,0.4444444444444444
1,89,0.8434,0.4444444444444444
1,90,0.8464,0.4444444444444444
1,91,0.8404,0.4444444444444444
1,92,0.8459,0.4444444444444444
1,93,0.8449,0.4444444444444444
1,94,0.8485,0.4444444444444444
1,95,0.8521,0.4444444444444444
1,96,0.854,0.4444444444444444
1,97,0.8523,0.4444444444444444
1,98,0.8457,0.4444444444444444
1,99,0.8449,0.4444444444444444
1,100,0.845,0.4444444444444444
1,0,1,0.5555555555555556
1,1,0.9418,0.5555555555555556
1,2,0.9308,0.5555555555555556
1,3,0.9274,0.5555555555555556
1,4,0.9239,0.5555555555555556
1,5,0.9245,0.5555555555555556
1,6,0.9251,0.5555555555555556
1,7,0.9268,0.5555555555555556
1,8,0.9292,0.5555555555555556
1,9,0.9273,0.5555555555555556
1,10,0.9285,0.5555555555555556
1,11,0.9249,0.5555555555555556
1,12,0.9257,0.5555555555555556
1,13,0.927,0.5555555555555556
1,14,0.9291,0.5555555555555556
1,15,0.9284,0.5555555555555556
1,16,0.9274,0.5555555555555556
1,17,0.9295,0.5555555555555556
1,18,0.9291,0.5555555555555556
1,19,0.9259,0.5555555555555556
1,20,0.9303,0.5555555555555556
1,21,0.9252,0.5555555555555556
1,22,0.929,0.5555555555555556
1,23,0.9288,0.5555555555555556
1,24,0.9311,0.5555555555555556
1,25,0.9287,0.5555555555555556
1,26,0.9281,0.5555555555555556
1,27,0.9279,0.5555555555555556
1,28,0.9233,0.5555555555555556
1,29,0.9237,0.5555555555555556
1,30,0.9245,0.5555555555555556
1,31,0.9257,0.5555555555555556
1,32,0.9245,0.5555555555555556
1,33,0.9228,0.5555555555555556
1,34,0.9233,0.5555555555555556
1,35,0.927,0.5555555555555556
1,36,0.9283,0.5555555555555556
1,37,0.9293,0.5555555555555556
1,38,0.9281,0.5555555555555556
1,39,0.9222,0.5555555555555556
1,40,0.923,0.5555555555555556
1,41,0.9266,0.5555555555555556
1,42,0.9253,0.5555555555555556
1,43,0.9274,0.5555555555555556
1,44,0.9271,0.5555555555555556
1,45,0.9283,0.5555555555555556
1,46,0.9241,0.5555555555555556
1,47,0.9283,0.5555555555555556
1,48,0.9303,0.5555555555555556
1,49,0.9247,0.5555555555555556
1,50,0.9276,0.5555555555555556
1,51,0.9264,0.5555555555555556
1,52,0.9219,0.5555555555555556
1,53,0.9237,0.5555555555555556
1,54,0.9236,0.5555555555555556
1,55,0.9255,0.5555555555555556
1,56,0.9296,0.5555555555555556
1,57,0.9271,0.5555555555555556
1,58,0.9294,0.5555555555555556
1,59,0.9302,0.5555555555555556
1,60,0.9273,0.5555555555555556
1,61,0.928,0.5555555555555556
1,62,0.9246,0.5555555555555556
1,63,0.927,0.5555555555555556
1,64,0.9229,0.5555555555555556
1,65,0.9196,0.5555555555555556
1,66,0.9252,0.5555555555555556
1,67,0.9224,0.5555555555555556
1,68,0.9272,0.5555555555555556
1,69,0.9283,0.5555555555555556
1,70,0.9313,0.5555555555555556
1,71,0.9264,0.5555555555555556
1,72,0.9247,0.5555555555555556
1,73,0.926,0.5555555555555556
1,74,0.9267,0.5555555555555556
1,75,0.9279,0.5555555555555556
1,76,0.9226,0.5555555555555556
1,77,0.9295,0.5555555555555556
1,78,0.9277,0.5555555555555556
1,79,0.9285,0.5555555555555556
1,80,0.9307,0.5555555555555556
1,81,0.9265,0.5555555555555556
1,82,0.9329,0.5555555555555556
1,83,0.9272,0.5555555555555556
1,84,0.9266,0.5555555555555556
1,85,0.9243,0.5555555555555556
1,86,0.9298,0.5555555555555556
1,87,0.9259,0.5555555555555556
1,88,0.9295,0.5555555555555556
1,89,0.9208,0.5555555555555556
1,90,0.924,0.5555555555555556
1,91,0.9257,0.5555555555555556
1,92,0.9259,0.5555555555555556
1,93,0.9253,0.5555555555555556
1,94,0.9258,0.5555555555555556
1,95,0.9221,0.5555555555555556
1,96,0.9243,0.5555555555555556
1,97,0.9237,0.5555555555555556
1,98,0.9253,0.5555555555555556
1,99,0.9218,0.5555555555555556
1,100,0.9301,0.5555555555555556
1,0,1,0.6666666666666666
1,1,0.9715,0.6666666666666666
1,2,0.9692,0.6666666666666666
1,3,0.9634,0.6666666666666666
1,4,0.9643,0.6666666666666666
1,5,0.9644,0.6666666666666666
1,6,0.9634,0.6666666666666666
1,7,0.9631,0.6666666666666666
1,8,0.9633,0.6666666666666666
1,9,0.9628,0.6666666666666666
1,10,0.9622,0.6666666666666666
1,11,0.9617,0.6666666666666666
1,12,0.9614,0.6666666666666666
1,13,0.9644,0.6666666666666666
1,14,0.9638,0.6666666666666666
1,15,0.9642,0.6666666666666666
1,16,0.9616,0.6666666666666666
1,17,0.9616,0.6666666666666666
1,18,0.964,0.6666666666666666
1,19,0.9622,0.6666666666666666
1,20,0.9647,0.6666666666666666
1,21,0.9635,0.6666666666666666
1,22,0.9641,0.6666666666666666
1,23,0.9615,0.6666666666666666
1,24,0.9629,0.6666666666666666
1,25,0.9658,0.6666666666666666
1,26,0.9605,0.6666666666666666
1,27,0.9629,0.6666666666666666
1,28,0.9634,0.6666666666666666
1,29,0.9625,0.6666666666666666
1,30,0.9639,0.6666666666666666
1,31,0.9647,0.6666666666666666
1,32,0.9647,0.6666666666666666
1,33,0.9658,0.6666666666666666
1,34,0.9631,0.6666666666666666
1,35,0.9632,0.6666666666666666
1,36,0.9655,0.6666666666666666
1,37,0.9659,0.6666666666666666
1,38,0.9626,0.6666666666666666
1,39,0.9644,0.6666666666666666
1,40,0.9624,0.6666666666666666
1,41,0.9623,0.6666666666666666
1,42,0.9648,0.6666666666666666
1,43,0.9643,0.6666666666666666
1,44,0.9641,0.6666666666666666
1,45,0.9634,0.6666666666666666
1,46,0.9597,0.6666666666666666
1,47,0.9644,0.6666666666666666
1,48,0.9608,0.6666666666666666
1,49,0.9612,0.6666666666666666
1,50,0.9649,0.6666666666666666
1,51,0.9653,0.6666666666666666
1,52,0.9608,0.6666666666666666
1,53,0.9656,0.6666666666666666
1,54,0.9645,0.6666666666666666
1,55,0.9645,0.6666666666666666
1,56,0.9626,0.6666666666666666
1,57,0.9632,0.6666666666666666
1,58,0.9632,0.6666666666666666
1,59,0.9632,0.6666666666666666
1,60,0.9591,0.6666666666666666
1,61,0.962,0.6666666666666666
1,62,0.9632,0.6666666666666666
1,63,0.9635,0.6666666666666666
1,64,0.962,0.6666666666666666
1,65,0.9623,0.6666666666666666
1,66,0.9626,0.6666666666666666
1,67,0.9638,0.6666666666666666
1,68,0.964,0.6666666666666666
1,69,0.965,0.6666666666666666
1,70,0.9639,0.6666666666666666
1,71,0.9656,0.6666666666666666
1,72,0.9626,0.6666666666666666
1,73,0.9633,0.6666666666666666
1,74,0.9636,0.6666666666666666
1,75,0.9643,0.6666666666666666
1,76,0.9635,0.6666666666666666
1,77,0.9659,0.6666666666666666
1,78,0.9649,0.6666666666666666
1,79,0.9631,0.6666666666666666
1,80,0.9631,0.6666666666666666
1,81,0.9613,0.6666666666666666
1,82,0.964,0.6666666666666666
1,83,0.9637,0.6666666666666666
1,84,0.9641,0.6666666666666666
1,85,0.9631,0.6666666666666666
1,86,0.965,0.6666666666666666
1,87,0.9646,0.6666666666666666
1,88,0.9616,0.6666666666666666
1,89,0.9615,0.6666666666666666
1,90,0.9638,0.6666666666666666
1,91,0.9636,0.6666666666666666
1,92,0.9618,0.6666666666666666
1,93,0.9627,0.6666666666666666
1,94,0.9654,0.6666666666666666
1,95,0.9616,0.6666666666666666
1,96,0.9629,0.6666666666666666
1,97,0.9639,0.6666666666666666
1,98,0.9638,0.6666666666666666
1,99,0.958,0.6666666666666666
1,100,0.9653,0.6666666666666666
1,0,1,0.7777777777777777
1,1,0.9808,0.7777777777777777
1,2,0.9808,0.7777777777777777
1,3,0.9822,0.7777777777777777
1,4,0.9807,0.7777777777777777
1,5,0.9809,0.7777777777777777
1,6,0.9779,0.7777777777777777
1,7,0.9788,0.7777777777777777
1,8,0.981,0.7777777777777777
1,9,0.9788,0.7777777777777777
1,10,0.9811,0.7777777777777777
1,11,0.9812,0.7777777777777777
1,12,0.9813,0.7777777777777777
1,13,0.9806,0.7777777777777777
1,14,0.9802,0.7777777777777777
1,15,0.9815,0.7777777777777777
1,16,0.9813,0.7777777777777777
1,17,0.9816,0.7777777777777777
1,18,0.9821,0.7777777777777777
1,19,0.9807,0.7777777777777777
1,20,0.9805,0.7777777777777777
1,21,0.9824,0.7777777777777777
1,22,0.9814,0.7777777777777777
1,23,0.9819,0.7777777777777777
1,24,0.9812,0.7777777777777777
1,25,0.9809,0.7777777777777777
1,26,0.9813,0.7777777777777777
1,27,0.9809,0.7777777777777777
1,28,0.981,0.7777777777777777
1,29,0.9803,0.7777777777777777
1,30,0.9805,0.7777777777777777
1,31,0.9791,0.7777777777777777
1,32,0.9807,0.7777777777777777
1,33,0.9805,0.7777777777777777
1,34,0.9808,0.7777777777777777
1,35,0.9828,0.7777777777777777
1,36,0.9813,0.7777777777777777
1,37,0.9804,0.7777777777777777
1,38,0.9814,0.7777777777777777
1,39,0.9792,0.7777777777777777
1,40,0.9815,0.7777777777777777
1,41,0.9816,0.7777777777777777
1,42,0.9814,0.7777777777777777
1,43,0.9818,0.7777777777777777
1,44,0.982,0.7777777777777777
1,45,0.9815,0.7777777777777777
1,46,0.9827,0.7777777777777777
1,47,0.9821,0.7777777777777777
1,48,0.9809,0.7777777777777777
1,49,0.9819,0.7777777777777777
1,50,0.9806,0.7777777777777777
1,51,0.9809,0.7777777777777777
1,52,0.9823,0.7777777777777777
1,53,0.9806,0.7777777777777777
1,54,0.9798,0.7777777777777777
1,55,0.9822,0.7777777777777777
1,56,0.9821,0.7777777777777777
1,57,0.9815,0.7777777777777777
1,58,0.9815,0.7777777777777777
1,59,0.9828,0.7777777777777777
1,60,0.9816,0.7777777777777777
1,61,0.9804,0.7777777777777777
1,62,0.9807,0.7777777777777777
1,63,0.9798,0.7777777777777777
1,64,0.9811,0.7777777777777777
1,65,0.9829,0.7777777777777777
1,66,0.9831,0.7777777777777777
1,67,0.9795,0.7777777777777777
1,68,0.9834,0.7777777777777777
1,69,0.982,0.7777777777777777
1,70,0.9798,0.7777777777777777
1,71,0.9819,0.7777777777777777
1,72,0.9794,0.7777777777777777
1,73,0.9841,0.7777777777777777
1,74,0.9843,0.7777777777777777
1,75,0.9811,0.7777777777777777
1,76,0.9791,0.7777777777777777
1,77,0.9808,0.7777777777777777
1,78,0.9831,0.7777777777777777
1,79,0.9794,0.7777777777777777
1,80,0.9807,0.7777777777777777
1,81,0.9796,0.7777777777777777
1,82,0.982,0.7777777777777777
1,83,0.9782,0.7777777777777777
1,84,0.9799,0.7777777777777777
1,85,0.9802,0.7777777777777777
1,86,0.9825,0.7777777777777777
1,87,0.982,0.7777777777777777
1,88,0.9822,0.7777777777777777
1,89,0.98,0.7777777777777777
1,90,0.98,0.7777777777777777
1,91,0.9823,0.7777777777777777
1,92,0.9786,0.7777777777777777
1,93,0.9807,0.7777777777777777
1,94,0.9829,0.7777777777777777
1,95,0.9807,0.7777777777777777
1,96,0.9814,0.7777777777777777
1,97,0.981,0.7777777777777777
1,98,0.9829,0.7777777777777777
1,99,0.9813,0.7777777777777777
1,100,0.9807,0.7777777777777777
1,0,1,0.8888888888888888
1,1,0.9918,0.8888888888888888
1,2,0.9915,0.8888888888888888
1,3,0.9913,0.8888888888888888
1,4,0.9906,0.8888888888888888
1,5,0.9895,0.8888888888888888
1,6,0.9897,0.8888888888888888
1,7,0.9902,0.8888888888888888
1,8,0.9902,0.8888888888888888
1,9,0.99,0.8888888888888888
1,10,0.9895,0.8888888888888888
1,11,0.9902,0.8888888888888888
1,12,0.9909,0.8888888888888888
1,13,0.9915,0.8888888888888888
1,14,0.9888,0.8888888888888888
1,15,0.9901,0.8888888888888888
1,16,0.9904,0.8888888888888888
1,17,0.9905,0.8888888888888888
1,18,0.9904,0.8888888888888888
1,19,0.9897,0.8888888888888888
1,20,0.9905,0.8888888888888888
1,21,0.9888,0.8888888888888888
1,22,0.9884,0.8888888888888888
1,23,0.9906,0.8888888888888888
1,24,0.9896,0.8888888888888888
1,25,0.9888,0.8888888888888888
1,26,0.9894,0.8888888888888888
1,27,0.9899,0.8888888888888888
1,28,0.9893,0.8888888888888888
1,29,0.9904,0.8888888888888888
1,30,0.9898,0.8888888888888888
1,31,0.9887,0.8888888888888888
1,32,0.9896,0.8888888888888888
1,33,0.9906,0.8888888888888888
1,34,0.9896,0.8888888888888888
1,35,0.9893,0.8888888888888888
1,36,0.9894,0.8888888888888888
1,37,0.9881,0.8888888888888888
1,38,0.9905,0.8888888888888888
1,39,0.9901,0.8888888888888888
1,40,0.9911,0.8888888888888888
1,41,0.9906,0.8888888888888888
1,42,0.99,0.8888888888888888
1,43,0.9894,0.8888888888888888
1,44,0.9914,0.8888888888888888
1,45,0.9894,0.8888888888888888
1,46,0.9899,0.8888888888888888
1,47,0.99,0.8888888888888888
1,48,0.9894,0.8888888888888888
1,49,0.9913,0.8888888888888888
1,50,0.9882,0.8888888888888888
1,51,0.9904,0.8888888888888888
1,52,0.9915,0.8888888888888888
1,53,0.9917,0.8888888888888888
1,54,0.99,0.8888888888888888
1,55,0.9886,0.8888888888888888
1,56,0.9904,0.8888888888888888
1,57,0.9912,0.8888888888888888
1,58,0.9886,0.8888888888888888
1,59,0.9909,0.8888888888888888
1,60,0.9893,0.8888888888888888
1,61,0.9901,0.8888888888888888
1,62,0.9895,0.8888888888888888
1,63,0.9898,0.8888888888888888
1,64,0.9909,0.8888888888888888
1,65,0.9916,0.8888888888888888
1,66,0.9904,0.8888888888888888
1,67,0.9899,0.8888888888888888
1,68,0.9894,0.8888888888888888
1,69,0.9879,0.8888888888888888
1,70,0.9899,0.8888888888888888
1,71,0.9886,0.8888888888888888
1,72,0.9892,0.8888888888888888
1,73,0.9908,0.8888888888888888
1,74,0.9906,0.8888888888888888
1,75,0.9905,0.8888888888888888
1,76,0.9917,0.8888888888888888
1,77,0.9909,0.8888888888888888
1,78,0.9903,0.8888888888888888
1,79,0.9898,0.8888888888888888
1,80,0.9907,0.8888888888888888
1,81,0.9897,0.8888888888888888
1,82,0.9916,0.8888888888888888
1,83,0.9895,0.8888888888888888
1,84,0.9916,0.8888888888888888
1,85,0.9903,0.8888888888888888
1,86,0.9901,0.8888888888888888
1,87,0.9915,0.8888888888888888
1,88,0.9902,0.8888888888888888
1,89,0.9905,0.8888888888888888
1,90,0.9902,0.8888888888888888
1,91,0.9902,0.8888888888888888
1,92,0.9911,0.8888888888888888
1,93,0.9904,0.8888888888888888
1,94,0.9912,0.8888888888888888
1,95,0.9922,0.8888888888888888
1,96,0.9906,0.8888888888888888
1,97,0.9902,0.8888888888888888
1,98,0.9897,0.8888888888888888
1,99,0.9903,0.8888888888888888
1,100,0.9894,0.8888888888888888
1,0,1,1.0
1,1,0.996,1.0
1,2,0.9948,1.0
1,3,0.9956,1.0
1,4,0.9943,1.0
1,5,0.9948,1.0
1,6,0.9949,1.0
1,7,0.9961,1.0
1,8,0.994,1.0
1,9,0.9942,1.0
1,10,0.9945,1.0
1,11,0.9951,1.0
1,12,0.9955,1.0
1,13,0.9951,1.0
1,14,0.9958,1.0
1,15,0.9957,1.0
1,16,0.9949,1.0
1,17,0.9948,1.0
1,18,0.9958,1.0
1,19,0.9946,1.0
1,20,0.9944,1.0
1,21,0.9943,1.0
1,22,0.9952,1.0
1,23,0.9945,1.0
1,24,0.9956,1.0
1,25,0.9951,1.0
1,26,0.9944,1.0
1,27,0.9945,1.0
1,28,0.9946,1.0
1,29,0.9947,1.0
1,30,0.9963,1.0
1,31,0.9953,1.0
1,32,0.9946,1.0
1,33,0.9947,1.0
1,34,0.9934,1.0
1,35,0.9953,1.0
1,36,0.9959,1.0
1,37,0.9939,1.0
1,38,0.9944,1.0
1,39,0.9951,1.0
1,40,0.9942,1.0
1,41,0.9954,1.0
1,42,0.9947,1.0
1,43,0.9936,1.0
1,44,0.9938,1.0
1,45,0.9952,1.0
1,46,0.996,1.0
1,47,0.9956,1.0
1,48,0.9938,1.0
1,49,0.9956,1.0
1,50,0.9947,1.0
1,51,0.9939,1.0
1,52,0.9944,1.0
1,53,0.9952,1.0
1,54,0.9951,1.0
1,55,0.995,1.0
1,56,0.9947,1.0
1,57,0.995,1.0
1,58,0.9953,1.0
1,59,0.9935,1.0
1,60,0.9962,1.0
1,61,0.9953,1.0
1,62,0.9944,1.0
1,63,0.9949,1.0
1,64,0.9948,1.0
1,65,0.9951,1.0
1,66,0.9959,1.0
1,67,0.9943,1.0
1,68,0.9953,1.0
